Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Wifi & Connectivity,Value For Money,Recommended,Inflight Entertainment
scoot,805141,2022-09-24,1,Thailand,Trip Verified,"""had to pay extra for excess baggage""","We had booked and paid for a Bangkok to Singapore flight before COVID as Scoot Plus. It was cancelled because of the crisis. We got a voucher and thought we could fly Scoot Plus business class with the voucher later. The voucher was only a substitute for a refund that we were entitled to.  This is not the case with Scoot. When we booked the replacement flight, there was only Business Class in a Boeing on the route from Bangkok to Singapore, on the return flight only Economy due to a different aircraft and we had to pay extra for excess baggage, for the seat and for boarding first. In total, we paid 47%  extra for worse conditions. On the outward flight, everything worked okay. Scoot cannot organise an immigration fast track for Business Class customers. Long before the trip, we received an email that the departure time had changed. The reason for this was another change of aircraft back to Boeing. That there was now a Business Class after all was not disclosed. At check-in, we were given an Eco ticket in the last row of the plane, although we had been confirmed seats in the first row and had paid a surcharge for them. There was no mention of the paid first boarding. Only after a massive protest the check-in manager gave us seats a little further forward. We were told that Business Class was fully booked. Arriving at the gate, we found an inadequate small waiting room in which the passengers had to wait standing up like sardines in a can. I asked a Scoot employee for a seat and received a shrug. There was no mention of priority boarding.",Boeing 787,Business,Business Class,Bangkok,Singapore,,September 2022,3.0,3.0,1.0,1.0,,1,no,
scoot,802654,2022-09-10,2,Singapore,Trip Verified,"""Scoot is a horrendous airline""","Scoot is a horrendous airline. It starts with a totally useless and non-functioning website. Payments don't work properly. Unable to check in. Every time you log on you have to verify yourself via SMS, even though you are you using the same browser. Scoot's website is the worst of any airline out there. Flights are often delayed. I will try to avoid Scoot at all cost!",A321,Solo Leisure,Economy Class,Phuket,Singapore,,August 2022,2.0,2.0,,2.0,,3,no,1.0
scoot,802274,2022-09-07,1,Australia,Trip Verified,"""Worst of the worst in budget airlines""","Singapore to Sydney. Worst of the worst in budget airlines. Smallest seat, tightest legroom and noisy aircraft. I don't know how the Singapore government allowed these guys to fly. Biggest regret was thinking Singapore Airlines partner which turned out to be poor. Wouldn’t recommend to anybody. Comfort was -100. Hardly room to move.",,Solo Leisure,Economy Class,Singapore,Sydney,,September 2022,1.0,5.0,1.0,3.0,,1,no,
scoot,800228,2022-08-25,1,Australia,Trip Verified,"""Cancelled flights for international flights home""","Disgusting service. You pay what you get for. Cancelled flights for international flights home with no notification or compensation. We were on hold for an hour and a half on our holiday and also on chat with no resolution outside of a refund which will not alleviate the issue as I still need to get home! We had to book another connecting flight and accommodation, and lost a day off of our holiday in addition to lost money with our existing accommodation. The customer service was pathetic with no complaints department or management to speak to. Completely apathetic response and no care whatsoever. Really unhappy and will never fly with this airline again. Despite paying for your meals you will get a burnt and crusty tiny meal for a 12 hour leg. Despite pre ordering meals you won't get what you ordered for. No complimentary meals or even snacks despite long haul flights. Worn and dirty airplanes with broken seat belts and arm rests. Pay extra and go with a reputable airline that will treat you like a human being and won't ruin the end of start of your vacation.",,Couple Leisure,Economy Class,Athens,Melbourne,Singapore,August 2022,1.0,1.0,1.0,1.0,,1,no,
scoot,799456,2022-08-21,4,Australia,Trip Verified,"""next time will pay extra""","We flew with Scoot on our Singapore-Sydney route on the way back from the UK, which we booked through Singapore Airlines.  However, we were disappointed. We paid a little bit extra for a ""Scoot in Silence"" seat, which was like a small economy area where children weren't allowed. Food was pretty terrible (but included) however drinks were not included, except for water. We had brought our own water on board but had to pay for any extra drinks, which I wasn't happy about. No entertainment system, so come prepared with your own devices. I wouldn't fly Scoot again, and next time will pay extra to fly with Singapore Airlines the whole way.",Boeing 787,Couple Leisure,Economy Class,Singapore,Sydney,,July 2022,2.0,2.0,1.0,3.0,1.0,3,no,1.0
scoot,798470,2022-08-15,1,United Kingdom,Not Verified,"""I'm still waiting for my refund""","Scoot changed my flight date to 3 days earlier for operation reason, and said I can either take this new flight or get a refund. I couldn't change my plans at such short notice, so I requested a refund in mid-June 2022. It's now been over 2 months (nearly 3 months) and I'm still waiting for my refund. I've called them every few weeks, and each time, they tell me that my refund is at the last stage of the process, pending final manager approval. They tell me it'll be 15 days, but they tell me this each time they miss this deadline. They won't let me talk to a manager, and they won't let me contact the refunds team directly.  Scoot has missed its own refund deadline of 30 business days by a huge margin. Upon my latest call, they said they'll refund me within 3-4 weeks - despite having already failed to pay for nearly 3 months.",,Solo Leisure,Economy Class,,,,June 2022,,,,,,1,no,
scoot,797299,2022-08-08,7,Indonesia,Trip Verified,"""Boeing 787, quite comfortable""","Short hop from KL to SIN with Boeing 787, quite comfortable. Lots of thunderstorms on route, looked very dramatic but actually we did not experience major turbulence. Long stopover in SIN (could get out of the terminal and take a hotel in the city) and next day flight to Manila. Booked meal service, which was ok (nothing really memorable) and emergency exit. Both at acceptable rate.",Boeing 787 / A320,Business,Economy Class,Kuala Lumpur,Manila,Singapore,May 2022,4.0,3.0,3.0,5.0,,5,yes,
scoot,797201,2022-08-07,1,Ireland,Trip Verified,"""appalled by how little care""","Berlin to Denpasar via Singapore. First of all, they do not offer water on a 13.5 hour flight. If that's not illegal, it should be. They lost my bag for a week and offered me ZERO help to get it back - I eventually got it back through my own efforts by making dozens of expensive calls every day for a week to the ground staff at the relevant airports. It was extremely stressful. Every time I asked for help from Scoot, if I actually got through which was rare, the person on the end of the phone said it was not their role to help with that and could not even direct me towards someone who could. I filed a claim for compensation for the expenses incurred in the week without my luggage (not to mention the stress of it!) and two months have gone by and they are still ignoring my emails. I'm absolutely appalled by how little care they have for rectifying a mistake they have made. A joke of an airline. Not worth the risk of flying with them. AVOID!!!",,Solo Leisure,Economy Class,Berlin,Denpasar,Singapore,June 2022,1.0,1.0,1.0,1.0,1.0,1,no,1.0
scoot,796082,2022-08-01,3,Singapore,Trip Verified,"""Luggage was lost when landed""","Luggage was lost when landed in Kuala Lumpur. When landed back in Singapore, went to luggage Center and the person said the luggage did not even leave Singapore and untraceable once it was checked in. But they still does not know where it is. Called the number they gave but no one has been picking up after one whole day of calling.  Really frustrating and disappointing",A320neo,Couple Leisure,Economy Class,Singapore,Kuala Lumpur,,July 2022,2.0,3.0,,1.0,,1,no,
scoot,795278,2022-07-27,1,Malaysia,Trip Verified,"""yet to get any reply""","Scoot was the worst budget airline I encounter. I recently took Scoot airlines from Singapore to Penang (Malaysia) on 17 Jun'22. As I have checked in my luggage and upon arrival, my luggage was spoilt. So, I made a complain to the ground staff and was requested to fill up the form for claim. Since then, I have been following up numerous time and it is already more than 1 month and yet to get any reply.",,Business,Economy Class,Singapore,Penang,,June 2022,3.0,3.0,,1.0,,1,no,
scoot,795038,2022-07-26,2,Norway,Trip Verified,"""refuses to follow their own refund policy""","Scoot refuses to follow their own refund policy for delayed flights. Trapped in the airport transit for 14 hours. I don't expect much from a low fare airline, but the way the handle their customers is not satisfactory. Our flight from Singapore to London via Bangkok, and according to my booking confirmation, we would remain seated for the short stop in BKK. In reality we landed in Bangkok, everyone had to leave the plane, go through security and then back into the plane 30 mins later. Then we sat there in the plane for 1 hour without much information before the pilot tells us that the plane (787) is not airworthy due to a mechanical error, and they need to organise a new plane. Then we were given a voucher for food and told that a new plane was set up at 8pm, then they said 11pm, then 12am (14 hours later). Everyone had to leave the plane, go through security before scrambling to figure out what to do next. According to their website ""when a flight has been delayed (retiming is the word they use) by more than 4 hours, we have 3 choices: voucher, refund or change flight date."" Fair enough, I want to change the date. But according to airport information, there is no Scoot counter or Scoot staff in the airport until 12 hours later, so calling Scoot is the only possibility other than waiting 12 hours. So I call Scoot twice, because the first operator got disconnected and I have no way of getting back to him, so I have to queue 10 mins again. After explaining that the plane I'm waiting 14 hours for is not currently up in the air, but is in fact delayed (they were clueless and kept on insisting that I must be on the plane, in the air), they would not allow me to change or cancel my flight. Why? Because I am in transit, and if I wanted a refund/change, I should have done it before taking off from Singapore (I obviously didn't know the plane was going to be delayed back then, and I was even told we would not disembark in Bangkok). I ask the airport information counter, and they insist that because there is no Scoot staff at the airport, I cannot leave the airport.",Boeing 787,Solo Leisure,Economy Class,Singapore,Gatwick,Bangkok,July 2022,2.0,3.0,,1.0,1.0,3,no,
scoot,794978,2022-07-26,4,Australia,Trip Verified,"""seat had hardly any cushion""",This is a no frills airline. The seat had hardly any cushion and my body could feel the seat metal frame on a 4 hours flight.,A320,Solo Leisure,Economy Class,Singapore,Thiruvananthapuram,,June 2022,1.0,4.0,,4.0,,2,no,
scoot,793742,2022-07-19,1,Singapore,Trip Verified,"""Terrible service""",Terrible service. Dirty airplane. Avoid at all cost: especially if you’re travelling with a toddler/baby. Air stewardess was extremely intolerant towards toddlers/babies. Stewardess was extremely annoyed and spoke sarcastically to me when she saw my child playing with the safety booklet. Definitely better budget airlines in the market which tolerates young children.,,Family Leisure,Economy Class,Singapore,Bangkok,,July 2022,3.0,1.0,,3.0,,1,no,
scoot,791126,2022-07-06,1,Singapore,Not Verified,"""Definitely not a low cost carrier""","Definitely not a low cost carrier. I booked 2 tickets from Singapore to Bangkok for $826. When I checked with Singapore Airlines, their parent company, the cost of 2 tickets with the same dates cost only $801. When I submitted a request to cancel my booking in order to book Singapore Airlines, they refused citing that their prices are competitive.",,Couple Leisure,Economy Class,Singapore,Bangkok,,July 2022,,,,,,1,no,
scoot,790660,2022-07-03,3,Netherlands,Trip Verified,"""Both seats were not windows seats""",I asked the counter staff to assign windows seat for both flights. I confirmed twice with her and she certainly confirmed window seat. Both seats were not windows seats. This company told me a lie and not be able to reliable.,,Solo Leisure,Economy Class,Manila,Amsterdam,Singapore,July 2022,3.0,2.0,2.0,1.0,1.0,2,no,1.0
scoot,788294,2022-06-21,1,Sweden,Trip Verified,"""impossible to get the money back""",They overcharged me for my luggage even though I was entitled to the bags I had. They blamed it on their system and said that the only way for me to get my bags there was to pay and hope for a refund later. Afterwards it was impossible to get the money back.,,Couple Leisure,Economy Class,Denpasar,Singapore,,March 2022,2.0,2.0,1.0,1.0,,1,no,
scoot,786779,2022-06-13,1,United Kingdom,Not Verified,"""way below expectation""","Clark to Heathrow via Singapore. I just had the most horrendous flight experience because of this airline! I had no choice but to fly Scoot as they are a sister airline of Singapore Airlines. I bought my ticket via the Singapore Airline website from Heathrow to Clark. The last leg of the journey, Singapore to Clark is via this horrible airline and vice versa on the return journey. The seats are horrible, service is non-existent, the whole flight is completely way below expectation from beginning to end! The worst came on my return journey to London wherein the Scoot flight was late departing Clark by 5 hours due to ‘technical difficulties’. I missed my connecting flight to London via Singapore Airlines! The worst part was neither Scoot nor Singapore Airlines took responsibility for what happened. I along with 5 other passengers in the same flight were left to fend and find out what we need to do on our own once we landed in Singapore, we were not given any instructions and the customer service was atrocious! After finding out that 4 of us will have to wait 12 plus hours after being placed on standby no help, explanation nor accommodation were offered! If I did not demand for accommodation, which I was still not given, I would not have been offered access to one of the lower level lounges! They actually expected the stranded passengers to sit and wait no matter how long it takes to get us on a flight, it took me 44 hours to get back to the UK after everything! Apologies from Scoot or Singapore Airlines?! Nothing! And by the way, my luggage was delivered 5 days after my departure!!! Absolutely avoid this trash airline!",,Business,Economy Class,Clark,Heathrow,Singapore,June 2022,1.0,1.0,1.0,1.0,,1,no,
scoot,786640,2022-06-13,1,Thailand,Trip Verified,"""never fly with Scoot again""","1 hour 20 mins stood up in line to to check in, not enough check in staff. When you go the gate there is plenty of staff standing around doing nothing. Approximately 6 to 8 staff hanging around for no reason. Flight had too many Unnecessary radio announcements from Cabin crew and pilot even repeating the same things.  Scoot do not give a small bottle of water on a 2.5hr flight, and it is difficult and slow to try and purchase a drink there is only a 20 minute window of opportunity to purchase then you will be told it is closed. All drinks apart from full sugar coke and water were out of stock. If you want to use power socket to charge phone at your seat you must log onto their system and pay $6 by credit card. I'll never fly with Scoot again.",,Solo Leisure,Economy Class,Bangkok,Singapore,,June 2022,4.0,2.0,1.0,1.0,1.0,1,no,1.0
scoot,785994,2022-06-09,1,Singapore,Trip Verified,"""telling me I cannot get my refund back""","My class of service is scootplus. I booked a return trip that is ScootPlus, and due to circumstances, I had to fly back immediately, that is the next day after I reach Melbourne. When I booked the ticket, they mentioned ""One-time free date change"", but when I try to change it charge me over $500 for an economy seat. I then proceed to make a new booking, that is a one-way trip, from Melbourne to Singapore, and cost me around $500. When I am at the Melbourne airport, they asked me to look for the Singapore Service centre, which means I need to fly back right? But when I am back in Singapore, all service centres were all closed and there was absolutely no one there to assist me. Mind you, I seat an 8 hours economy flight and it was already 3am in the morning in Singapore. Now that I called the service centre, they are telling me I cannot get my refund back.  This is totally ridiculous. I have already downgraded myself to a seat at the squeezy area, with no service at all, and I am charged close to a $500 for that, in addition, and on top of my ScootPlus booking that cost $1400.",,Solo Leisure,Business Class,Singapore,Melbourne,,June 2022,1.0,2.0,1.0,1.0,,1,no,1.0
zipair,892741,2024-04-07,3,United States,Trip Verified,"""uncomfortable rotten experience""","I understand budget and a la carte offerings which is a given on these types of carriers. The situation with this airline is over the top intolerable. At check in, none of the kiosks for ZIPAIR were functional, everyone had to stand in line with their baggage and it took an hour to get through even though we were 3 hours before departure. Despite paying for a better seat in the exit row, I couldn't have been more crammed in. Flight boarded 45 minutes late with no explanation. The ordered meal was edible with one small bottle of water. On a 10 hour flight, one gets thirsty, and when I asked for a little more water, I was told not no free water. I have never experienced a more uncomfortable rotten experience. This is unsettling because our visit to Japan was so impressive with the functionality of all public and private services offered to citizens and tourists.",,Couple Leisure,Economy Class,Tokyo Narita,San Francisco,,April 2024,1.0,1.0,1.0,3.0,,1,no,
zipair,892490,2024-04-04,1,Canada,Not Verified,“airline brings a nightmare experience”,"March 20, 2024, I flew from Shanghai to Toronto Via a key connection at Narita by ZIPAIR ZG22 to Vancouver and to Toronto. Due to very short self transfer time window at Narita (30 minutes), I missed the ZG22. The representative at the counter did not have any intention of helping me. They just told me to send an email. Several hours later, I received a reply telling me how many destinations their flight deals with. Just like a joke. I am thinking this airline is lacking the basic good code to treat customers. No service and no minimum attitude for helping customer. Using email exchange for help just a waste of time. This airline brings a nightmare experience in a travel history. I will never use this airline for my future travel.",,Solo Leisure,Economy Class,Shanghai,Toronto,Narita,March 2024,1.0,1.0,,1.0,,1,no,
zipair,892379,2024-04-03,1,United States,Not Verified,"""whole thing was a nightmare""","Worst airline I have ever booked. Never again. The whole thing was a nightmare. The booking email was a ""reservation"" that must be paid for. No booking, no terminal number, just a bunch of things you can't bring with you. Cost per pound. Etc. Literally can't be a worse airline out there.",,Solo Leisure,Economy Class,Tokyo,Manila,,April 2024,1.0,1.0,,1.0,,1,no,
zipair,889301,2024-02-25,1,United States,Trip Verified,"""ZIPAIR is not compensating me""","ZIPAIR refuses to compensate me for damaged baggage. After landing in NRT, I found that everything in my baggage was wet and the outside of the suitcase was wetter than the inside, indicating that liquid had entered from the outside. I contacted Zipair via email to ask for compensation. However, ZIPAIR is not compensating me; they only provided a document for me to submit to insurance. I do not have insurance that covers damaged baggage.",,Solo Leisure,Economy Class,San Jose,Tokyo Narita,,February 2024,1.0,3.0,1.0,1.0,,1,no,
zipair,888747,2024-02-17,4,Philippines,Not Verified,"""can’t they be a little bit more lenient"" ","It is my first time to fly with ZIPAIR and knowing that it was a budget airline i didn’t really have high expectations. So when we came in the person on the counter asked us to put all our hand carry luggages all together, there are 3 of us so we should have 21kgs in total. It initially was 28kg all together which was way too much so we had to put the rest of our stuff inside the checked in luggages and then when we reweigh after it was 24kg. She still didn’t allow and wants us to remove more stuff so we opened our luggages again in front of the counter and transfered more stuff. I asked if we could just checked in 1 bag but she said since we only paid for 2 checked in luggages we can only check in 2 bags as well. So finally after the 3rd try it was now 20.8kg. Then it was finally time to weigh the 2 checked in luggages. I paid for x2 30kg luggages which in but ours in total was only 38kgs.  I mean can’t they be a little bit more lenient with the luggages i know there are policies but it just doesn’t make sense to me at all. I just don’t understand why they have to be so strict with the hand carry luggages when there were so much weight left with our checked in luggages anyway. And They both go on the same plane? What was weird for me too was that they weighed our hand carry first before the checked in luggages which was a first for me. I’ve never experienced this with other airlines.",,Family Leisure,Economy Class,Tokyo,Manila,,February 2024,2.0,3.0,1.0,1.0,1.0,2,no,1.0
zipair,888339,2024-02-12,1,Japan,Not Verified,"""stewardesses were curt to me""","New plane with slightly spacious toilet. Nothing is included in the fare except the seat. Wifi is provided but spotty. Some devices cannot connect despite repeated tries. No free water. Poor choices of meals payable. The air stewardesses were curt to me, spoke limited English and told me outright no change of seats even though there were empty seats and we were allocated seats next to a giant who occupied 1.3z of a seat. One passenger could sleep over the entire row as there were 2 empty seats next to her. When we asked why she could occupy 3 seats when no change of seats was allowed the air stewardess loudly declared she is sick. I was queuing outside an occupied toilet but miraculously the stewardess manually opened the lock to allow a man with baby to pass me and the queue behind. So the toilet was not occupied why lock it and made us wait?",,Couple Leisure,Economy Class,Narita,Singapore,,February 2024,2.0,1.0,,1.0,1.0,2,no,1.0
zipair,886248,2024-01-18,3,Canada,Trip Verified,"""The worst flight ever""","The worst flight ever. No meals even a glass of water. You have to order and pay. That is the only reason why they provide free wifi which it give a limited access. You have to use your own cell phone or pad to watch few movies which again, are dating for few years (around 10 movies from 2012 and 2020, no new movie. The passenger crew past all the time to assure your security and check your seat belt! Really not appreciated my 2 flights.",,Solo Leisure,Economy Class,Tokyo,San Francisco,,January 2024,2.0,1.0,,1.0,1.0,1,no,
zipair,885377,2024-01-09,2,Singapore,Not Verified,“Selection of meals are poor”,Basic. Budget. Seats though new are small. Inflight meals and drinks are not served and you’ve just got to wait for them to reheat your food if you ordered. Inflight orders are suspended till much later in the flight. So pack your drinks and snacks. It doesnt seem like we’re getting served anytime soon. Ordered the katsu sandwich. It’s served cold. Yucks. Selection of meals are poor. Just snacks and majority are sweets with a few cup noodles on the very basic menu. Inflight shopping is poor too. I hope we last the flight! Not sure if we will fly it again. We feel neglected.,,Family Leisure,Economy Class,Tokyo,Singapore,,January 2024,1.0,1.0,1.0,2.0,3.0,2,no,1.0
zipair,884114,2023-12-29,2,Philippines,Trip Verified,ZIPAIR customer review,After the food service on my way to the lavatory I pass by the galley and decided to give them my food carton from the food service that was served because no one was collecting around for the trash. The FA said please take it back we will collect later! We ordered the same food for everyone. While the FA was asking for our boarding pass i told her that my niece’s pass was with his father 1 row away. She got annoyed and her tone was like she was scolding us that we shouldn't do it the next time we board the flight. The 30KG max per bag allowance can't be split into two-three bags. No wifi working,,Family Leisure,Economy Class,Manila,Narita,,December 2023,4.0,1.0,1.0,4.0,,4,no,1.0
zipair,884105,2023-12-29,2,United States,Not Verified,"""low price with low-quality""","It is low price with low-quality service so far. I used ZIPAIR twice because it was cheaper than any other airline and it is based on a Japanese company.  I experienced multiple uncomfortable moments.  We couldn't get TSA Pre-approved ticket. . As a result, we couldn't go through TSA line. When landed at Narita airport, a flight attendant asked us to leave soon when we were still making sure we didn't leave anything around our seat. Yes, we were one of the last people. Our luggage was not by our seat, so we needed to wait for others to leave first. I used to travel 4-6 times a year. I used many different airlines. But, it was my first time being asked to leave soon.  Wifi connection was disconnected multiple times. Low quality and poor connection. No free meal:  No screen and movies: That's okay. As long as I have WIFI connection. The selection of movies was out-dated. Extra cost for check-in luggage: You pay more for heavier luggage. That's okay it is still money-saving. Well, do I recommend Zipair? Yes for money saving with accepting low quality service.",,Couple Leisure,Economy Class,San Francisco,Tokyo,,September 2023,3.0,2.0,,2.0,2.0,3,yes,1.0
zipair,883299,2023-12-20,5,United States,Trip Verified,"""you pay extra for everything""",For a budget airline it’s not bad you pay extra for everything and I knew this going into the flight. So I ordered two meals and had two waters. About 6 1/2 hours into my flight I went to the back of the plane and ask the attendant for a cup of ice to drink my water in so I could take my medicine. She said no ice on plane. Muffled with the post Covid mask on. I went back to my seat and drank my water and took my medicine.  The WiFi didn’t work on both legs unless you wanted to order something from the attendant. Plus you get to recheck bags traveling through Japan each way.,,Solo Leisure,Economy Class,Tokyo,Los Angeles,,December 2023,3.0,2.0,2.0,4.0,1.0,3,no,1.0
zipair,882801,2023-12-14,1,Hungary,Trip Verified,"""didn't pay for seat reservation""",They are cramping together all people that don't purchase expensive seat reservations (100 usd). Despite airplane is 3/4 empty they won't allow you to take free seats but you will be forced to stay cramped since you didn't pay for seat reservation.,,Family Leisure,Economy Class,Tokyo,Los Angeles,,December 2023,1.0,1.0,1.0,1.0,1.0,1,no,1.0
zipair,882563,2023-12-11,10,Denmark,Not Verified,"""Super nice budget airline""",Super nice budget airline. Clean and stylish interior. Super friendly staff. I fly from Lax to Tokyo for about 200 bucks. Brought my own food and drinks. Hard to beat!,,Solo Leisure,Economy Class,Los Angeles,Tokyo,,December 2023,5.0,5.0,5.0,5.0,1.0,5,yes,1.0
zipair,881955,2023-12-04,1,Slovenia,Trip Verified,“Avoid this airline”,"Avoid this airline! Despite half airplane empty they didn't let us sit on empty rows. We had to suffer in cramped rows just because of ""their policy"". Staff treat passengers like cattle. We are never flying this airline again.",,Couple Leisure,Economy Class,Tokyo,Los Angeles,,December 2023,1.0,1.0,1.0,1.0,1.0,1,no,1.0
zipair,880142,2023-11-16,3,Singapore,Trip Verified,"""made me pay for the extra luggage""","The staff at the counter appeared disinterested in providing good customer service. She did not greet me with a welcoming attitude, and  questioned why do I have so many luggage which I had only 2 bags with me instead of 1 bag. They made me pay for the extra luggage. Seats were also badly allocated  regardless was it a full flight or not, while we checked in together.  So insensitive of separating couples sitting with others couple's partner instead of having a couple in pair sitting together. I wrote in to Zipair on 31 Oct pertaining this matter via email & yet to receive any response from them. I was booked with SQ for a better returning experience.",ZG54,Couple Leisure,Economy Class,Singapore,Tokyo,,October 2023,3.0,4.0,3.0,1.0,1.0,2,no,
zipair,878864,2023-11-04,2,United States,Trip Verified,"""rudest person I have come across""","I flew ZIPAIR from LAX in Los Angeles to Narita airport in Japan on 11/1. I had arrived a few minutes after the one-hour boarding deadline had passed. To my surprise, the friendly counter lady was able to check me in along with my two luggage cases and said I was fine with being a few minutes late. Obviously it wasn't my goal to be a few minutes late, but crazy traffic at LAX was the issue here even though I left my home 3 hours before my flight. The flight was smooth with no turbulence and the food was pretty decent. The movie library is pretty limited (only 9 movies), but enough to pass the time. The nightmare started to happen during my next leg of the trip (flight purchased separately) which was departing on 11/4 at 8:55AM from Narita airport in Japan to Incheon airport in Seoul. I had arrived at the check-in counter at around 7:53AM and was concerned about the one-hour boarding deadline. The counter lady was busy assisting another individual, and my wife and I were the last in line to be checked-in. The lady finished the other individual around 7:58AM and as I was heading to speak with her, she said I could not board because the hour deadline had passed. As you can imagine, I was livid and told her that it wasn't my fault she took so long to assist the passenger before me. I said it was not my fault as I had arrived at the line before 7:55AM. We had several back and forth encounters as you can imagine I am out several hundred dollars and she told me I had to book another flight since there were no more ZIPAIR flights leaving Narita that day. She was not helpful at all as I asked how to inquire for a refund. She said you'll get the taxes back. I then asked how do I do that? She said to contact customer service. I asked how do I do it? She said there's no phone number, you'll need to email them. I literally had to ask her questions by piecemeal. This was by far the rudest person I have come across after traveling to Japan several times this year. I will seriously question myself if I was to fly with them again.",,Couple Leisure,Economy Class,Tokyo Narita,Seoul Incheon,,November 2023,3.0,4.0,4.0,1.0,4.0,3,no,3.0
zipair,876683,2023-10-15,7,United States,Not Verified,"""carryon bag has to be less than 7kg""","The seats were fine. pretty comfortable, not any more uncomfortable than other budget airlines, in fact more comfortable than many budget airlines. The main problem is they are too strict about carryon bag weight, it has to be less than 7kg. Everyone was slow to check in because their carry on bag was ""too heavy"" and they had to stuff more things in their checked bag (i had to as well). The person working there was nice enough to eventually give up and let me just take a normal amount of carryon with me instead of continuing to try and get it down to 7 pounds. the workers at narita airport check in seemed earnest and happy. There's a limited amount of movies and the internet is slow/non-functional during times when everyone is awake on the plane.",,Solo Leisure,Economy Class,Tokyo Narita,San Francisco,,October 2023,5.0,5.0,3.0,5.0,1.0,5,yes,1.0
zipair,875959,2023-10-08,9,United States,Trip Verified,"""had a great experience""","I flew LAX-NRT on Zip Air and had a great experience. At LAX, Zip Air does have a separate line for people who book the lay flat seats and they are also now part of TSA precheck. It took a total of about 10 minutes from the time I walked into Tom Bradley terminal to check in and go through security. The seat was exactly what you would get on Japan Airlines business class just without anything extra. If you want anything beyond a great lay flat seat, you do have to pay, but I knew all this since it is pretty clear on their website so I downloaded some TV shows to my laptop, brought my own food and everything was fine. If you're like me and don't care about all the extras a regular business class fare offers then this is the airline for you.",Boeing 787,Solo Leisure,Premium Economy,Los Angeles,Tokyo Narita,,September 2023,5.0,5.0,,5.0,4.0,5,yes,
zipair,873230,2023-09-19,1,United States,Trip Verified,"""being periodically harassed and ridiculed""","My review lays with being periodically harassed and ridiculed about an extension seat belt. Being that I am a plus size woman, I already came prepared and brought/bought my own seat belt extender that fit and connected the first flight to Narita no issues about the seat belt extender, however, there were still multiple times of being awaken out my sleep to pull an arm rest down or not have anything in my lap. Back to the initial complaint, on flight ZG026 to San Francisco on 9/18/23. I got to my seat and I over heard the flight attendants that did not wear name badges, speaking in Japanese about of have to make sure the fat lady has a seat belt extender. This the behavior you allow for your company. Then one comes up to me and pulls the seat belt and extends it then says you need an extender. Not ask but stated that I needed one. Still remaining calm I told her I already have one of my own and proceed to click it to get her smoothly. She leaves and talk with the previous attendant that was talking bad about me and comes back saying it’s not safe for me to use my own seatbelt extender belt. Then shoves theirs in my hand and says be sure to give this back at the end of flight and stayed until I removed mine and connected theirs to the seat belt. The attendant walks off says something else that I could not fully hear but definitely heard I’m going to mark her seat down so she doesn’t steals it to the previous attendant they both laugh. I proceeded to state I really don’t need this extension belt and you two are making me uncomfortable and we haven’t even taken off. They lie and says it’s policy and then walk off. Fast forward to 2/3 of the flight nearly ending the same attendant wakes me out of my sleep to tell me don’t forget to leave the extension belt in the seat when I leave. I calmly say ok even though I am boiling because of the assumption of assuming that I’m going to steal a extension belt extender, then when we land and the seatbelt light is off. I took off the seat belt and detached everything and left in the seat. The same harassing attendant comes up to me and demands I give her the seatbelt extender. I reach behind me and get it for her and said I thought you wanted me to leave it in the seat but please do take note that you have it back in your hands. Because I am not a thief and do not appreciate being harassed like one. I wish they had name plates so I can post it in this review. Lounge in narita was ok, the white seats are extremely stained and there’s no restroom inside it. In conclusion, this is the last time flying with ZIPAIR.",,Solo Leisure,Economy Class,Tokyo Narita,San Francisco,,September 2023,1.0,1.0,3.0,1.0,1.0,1,no,1.0
zipair,871735,2023-09-08,5,United States,Trip Verified,"""purchase everything ahead of time""",Tokyo to San Jose. If you fly Zipair you have to purchase everything ahead of time: meals and drinks.,Boeing 787-8,Solo Leisure,Economy Class,Tokyo,San Jose,,September 2023,3.0,2.0,1.0,3.0,,3,no,
zipair,871510,2023-09-07,2,United States,Not Verified,"""Very restrictive airline""",Very restrictive airline. They will nickle and dime you for anything you want. Nothing is offered free. Only allows each person 30 lbs combined of personal and carry on bag (thats about half their weight empty). They don't even offer you water on an 11 hour flight. Checked bags weight is overweight no matter what. Expect another $50 - $80 for each checked bag. Could not check in online. Could not print a boarding pass except at their desk. No frills. They usually get mad if you bring on your own food or drink too!,,Couple Leisure,Economy Class,Tokyo,Los Angeles,,August 2023,1.0,1.0,1.0,2.0,1.0,1,no,1.0
zipair,867097,2023-08-08,1,Germany,Not Verified,"""no free food or beverage"" ","Flew in Full Flat, extra pay for suit case, no lounge and no free food or beverage during flight provided. Cabin crew extremely unprofessional and rude to me.",,Solo Leisure,Economy Class,Manila,Tokio,,August 2023,4.0,1.0,1.0,2.0,,1,no,
zipair,865996,2023-07-31,3,United States,Trip Verified,"""no business lounge"" ","The ticket was sold as Full flat, but it was without business class amenities. No business check-in line, not supporting TSA, no business lounge.",,Business,Economy Class,Los Angeles,Tokyo,,May 2023,2.0,1.0,,1.0,,2,no,
