Year,Cleaned_Review,is_negative_sentiment
2015,Flight to Hong Kong was delayed by 1 hour. Check in was easy. Boarding was unorganized. Plane was clean. Seats were ok. Recline was adequate for a 4 hour flight. Food was good. Toilet was clean. Cabin crew was extremely friendly . Flight arrived 1 hour late. Just a magazine as entertainment. Return flight was delayed by 20/30 minutes. Plane was clean. The Nasi Lemak was good. Plane arrived 10 minutes late.,0
2015,"I know that it's a budget airline, but it was quite frustrating. Going to Kalibo, the flight was delayed by almost 3 hrs and we were compensated with a banana chocolate loaf and water. Going back to Manila was worse. They moved my flight to 4 hours earlier and if that wasn't annoying enough they actually delayed it on the day. I left Kalibo at 3.20, close to my original flight time but instead of doing my planned activities I had to wait in a crowded airport frustrated. This time no compensation.",1
2015,"I was late for the return flight to Jakarta, but staff let me board at the gate. The Flight is only 1.40 hours, so I don't need IFE or a meal, maybe a free mineral water would add more value to LCC flights. My first LCC flight was not bad, actually very good value for money.",0
2015,"10am morning flight, Kuala Lumpur to Kota Kinabalu. Overall the flight was okay for this price. The flight was very smooth, nice take off, cruising and landing. Cabin staff service was also surprisingly good. Staff smiled and were friendly and helpful. However, the flight was delayed about 30 minutes on arrival, and the seat pitch was awful, far too - hope this will change in the future. Overall, despite the delay and seat pitch, it was a good experience, cheap price but good quality flight.",0
2015,I flew them on Aug 5 in the evening. The flight was supposed to be at 8pm but it was delayed to 9.45pm without any explanation. Finally we boarded around 10pm and we left 30 minutes later. The only compensation was a tiny piece of banana and chocolate cake and a small bottle of water. The flight was quiet but the seat is very small. Other problem: everybody was sleeping on the flight but they kept the lights on full during the 1.5 hour flight.,1
2015,"This review is for the return trip from Bangkok to Gold Coast via KL. On the way over we flew an overnight flight. It was the coldest flight I have been on. Even with boots, jumper, scarf and our own blanket we were cold. When we arrived at the Gold Coast, the outside air temperature was 16 degrees - that felt warm. Moreover the lights were left on until very late (approx. 2.5 hrs after take off) and turned on very early (approx. 3 hrs before landing). We had very little time for sleeping. In conclusion, it was the most uncomfortable flight we have traveled on. On the return trip, we were notified via email around 3.40 am that the flight was about 3 hour delayed, however we left home at 5am and had not checked our email so we were not aware of the delay. When we arrived at the airport we tried to ask staff to issue us a Boarding pass for the next available connecting flight to Bangkok from KL as we knew we would miss our originally booked flight. However we were told they could not do that but she assured us that Air Asia staff in KL would be able to get us a flight to Bangkok that evening. When we arrived at KL we (and other passengers who missed their connecting flights) were made to wait at the transit desk for around 40 mins before we were notified that all of us had to stay overnight in KL and fly the next day. In the end we gave up realising that nothing could be done, we had no other choice but to fly the following morning. It was about 3 hours before we could leave the airport with other passengers.",1
2015,The flight was very pleasant. I enjoyed it but AirAsia should consider add the in-flight entertainment packages to the flight.,0
2015,"I flew to Kuala Lumpur and back and hated both flights. I'm 6 foot tall, and I usually go in a window seat and I am fine. I was on the aisle seat for both flights and found my legs crammed in. My seat wouldn't recline and found it impossible to find a comfortable position. The plane was too cold, I shivered on the plane and can only be grateful I wasn't allocated a middle or window seat. If you are over 6 feet, 183cm tall, don't expect a pleasant experience. Only good thing was the staff were absolutely fine.",1
2015,"June 2015 I went on a small trip around Asia and I had 5 flights with AirAsia: HK-KL, KL-Jakarta, Jakarta-Singapore, Singapore-Bangkok, Bangkok-Xi'an. Beforehand, I read some reviews about AirAsia online and 99% of them were really bad. Everyone was complaining about delayed/changed flights and poor customer service. After all I read, I expected awful flights but in fact everything went smoothly. All flights were on time (except one - 2 hours delay) and customer service was good. And yes, you have to pay for drinks and food on board but come on, I got 5 flights around Asia for less than 200 altogether. I would fly with AirAsia again!",0
2015,"This was our first AirAsia trip from Perth to Bali. We're spoilt for choice in Perth with multiple flights daily by AirAsia, Garuda, Jetsar and Virgin. We used to fly Jetstar because as a Qantas Club member we could use the QF lounge in Perth - that doesn't open just for Jetstar flights, so you have to jag it when there's a Qantas international flight going out - not that there's many of those these days. So this time we decided to give Air Asia a go because their fares were excellent. Spot on time departure ex Perth, clean aircraft and we paid extra for Row 1. Pleasant enough flight for a LCC. We paid extra for the Red Carpet service on the return journey, and this was an absolute treat. No queues, someone to escort you through immigration, and access to the Premier Lounge which is on a par with the QF Business lounges in Perth. Also you get to board first, so minimal queuing - for frequent travellers to Bali this is worth paying for. The usual customer types on board making it mildly embarrassing for the FA's but they'd be used to it on that run. It was an on time departure, and this time a little IFE with one of the cabin crew playing his guitar and singing over the cabin PA to well deserved applause from the punters. AirAsia is cheap as chips and very efficient - what's not to like on this easy 3.5  hour run between Perth and Bali.",0
2015,Flew AirAsia from Jakarta to Bali and overall it was a pleasant flight. I've enjoy reading their magazines as a replacement to the IFE - which is understandable as it is a low cost carrier. The flight attendants were nice and the landing was pretty smooth.,0
2015,Air Asia India: Traveled from Delhi to Bangalore on May 23rd. One of the worst experiences I have had. We boarded the flight which was scheduled to depart at 5.25 pm but due to some technical reasons they returned from the runway and had to change the plane at the last moment. As a result the flight got delayed by almost 3 hours. Next surprise was that they did not offer complementary food considering everybody was just sitting in the plane for 3 hours. When some of us asked the reply was that they are not carrying sufficient food for everyone. The crew was inexperienced. They had no idea about how to handle the situation. I think Air Asia should focus on the quality of services before expanding their network.,1
2015,Flew Bangkok to Bali then Bali to Singapore. Planes were clean and new and seats were comfortable but small. I paid extra to book the first row and there was plenty of legroom. The first five rows are reserved for anyone who buys the premium seats (I think it cost about 10 bucks) and they were mostly empty on both flights so I was able to lay down and sleep across the second row. I pre-booked a meal for a few dollars and it was pretty good. Only complaint is they bus you to the plane from the terminal so boarding is a bit hectic. Overall great experience for a budget airline.,0
2015,Round-trip from Goa to Bangalore on 29 April 2015. Later when I heard many bad reviews about Air Asia I was worried. But when I travelled all flights were on time. Crew were polite. Service was good.,0
2015,TRZ-KUL-DPS-JOG and CGK-KUL-MAA. Travelled in the month of November 2014. Booked the tickets few months in advance good deal. All are A320 aircraft's neat and clean. Both ground staff and crew are good in service. Departed / Landed on time. Hope to travel again. Strongly recommend others for travelling in Air Asia.,0
2015,Flew recently from Denpasar to Kuala Lumpur. Flight was delayed 2 hours. Notification when I was already on my way to the airport. Also cheap is something else with all the add ons you end up paying double to the advertised price. Had better experiences with Lionair / Tigerair for flights in Asia. No space in the aircraft and a small water costs 3$.,1
2015,My flight was from Sydney to Kuala Lumpur on 30 March 2015 at 11.55am. At about 10.30am we were told the flight would leave 2.5 hours late. (We didn't board until after 3pm). Many of us would miss connecting flights I was told that I would be informed about my new connection in Kuala Lumpur. We arrived just after 9pm we handed our boarding passes and were told to wait. After an hour we were given boarding passes for our next flights and were told we had to collect our baggage to go to a hotel. We waited for an hour with our luggage then went through immigration and customs and left the airport to wait for a bus to our hotel. After midnight some of us started to realise that the promised hotel rooms were non-existent and went inside to be in the air conditioning. (We hadn't had food or water served for about five hours by this time.) One staff member yelled at people who were reluctant to leave again to wait for the hotel bus and security were called when one passenger started to complain loudly. A group of passengers were taken to a hotel and returned to our group outside the airport after an hour because they couldn't get them rooms. AirAsia staff then left us. I for example waited 12 hours outside the airport with all my luggage; I had no Malaysian currency to buy food because I was only in transit. No one offered me a food or drink voucher and not one AirAsia staff member apologised. Apparently this level of service is acceptable. I would never book with them again as it's a false economy: you might save a few dollars upfront but if something goes wrong AirAsia takes no corporate responsibility and you are on your own.,1
2015,Using AirAsia 2 at least twice per month for the last 3 or so years. Majority of the flights were departing on time and many touch down even a few minutes before scheduled arrival With the new KLIA2 facilities AirAsia flights from/to Kuala Lumpur are now so much more enjoyable than before with the carrier operating out of LCCT.,0
2015,"I have flown many flights with Air Asia and Air AsiaX over the past few years. I generally found them to be a value airline but my opinion is changing. I flew from HoChiMinhCity to Kuala Lumpur return. As with most discount airlines the ""all in price"" listed in the booking is hard to find. First of all you have to wade through the various ad-ons for baggage insurance etc deducting them as you go or you end up with an inflated fare. But to my surprise as I hadn't experienced this gouge before the booking imposed a $12 fee for using my credit card. As well the onboard duty free sales do not take credit cards only Malaysian currency and US dollars despite stating that all major currencies were accepted. My seat-mate on the inbound flight had to convince staff to accept Euros. All in all after all costs were added up the flight was only marginally cheaper than Vietnam Airlines and far less hassle with a full service carrier. Air Asia advertises low-cost but their fares have risen dramatically in the past few years. I don't think the average customer wants to have to spend time and energy having to find the ""all in price"" deducting the various ad-ons only to be stung at the end with the credit card charge. By then you are so fed up with the search for the initial fare that you just agree to pay the ""fine"" for using your credit card. In my caes it amounted to a surcharge of about 15%. The credit card companies charge their customers 3%. Flying discount airlines can be the only reasonable cost way to fly to some destinations. But always compare ""all in"" is an advertising pitch leaving you to find it.",1
2015,Perth to Denpasar (Bali) on A320. Everything about it was as you expect. Chosen for the exceptional price at the best times of day. Flights left on time/arrived early. Brand new aircraft. Only thing off-putting were the 'threats' about drinking alcohol on the flights and having future bookings cancelled as a consequence but I guess on a route like this they regularly get trouble.,0
2015,AirAsia Philippines: MNL-KBO-MNL. This budget airline surprised me in almost every aspect I can think of. Ground and Cabin Crew were friendly both outbound and inbound flight were on time price was reasonable. Although its unfortunate that they are still stationed at the old manila domestic airport I can say that it doesn't mean the other local airlines using the new airport terminal are better. I can even say that my experience with Air Asia was way more pleasant compared to the others.,0
2015,In January we travelled on four flights in Cambodia-Thailand-Vietnam. Everything about the flights was completely satisfactory and simply no fault could be found. I have no hesitation in recommending them. It's a pity such airlines based in the UK / Europe do not seem to operate at this level. Food and inflight entertainment not used. Only included as one star as the system demands it must be answered.,0
2015,Fly drive Mukdahan - KOP - DMK. Poor service at check in. Bag overweight so had to pay extra. No problem. Went to service desk to pay. Lady started to serve my wife and then dealt with someone at the next window already being served and ignored us. Flight cramped compared to Nok Air. Drive was fine and on time from Mukdahan. Plane to DMK a little late.,1
2015,Travelled first time on Air Asia between Sydney-KL-Penang and Sydney-KL in Business Class. Got a cheap deal as I booked months ahead. Both trips were very pleasant and the female air crew were very pleasant and efficient. Not too sure about the male crew as I only saw them sitting down or eating as their female colleagues worked. The Business Class seats were very comfortable and a pillow and duvet was provided. Food was warm and served at the time you requested. Ground crew in KL kept customers waiting for more than 20 mins as they served 1 customer with issues. Common sense would dictate that this customer be served separately and kept the line moving. Staff were very strict with luggage allowance as I saw many people re-packing at the counters. A good trip and I would fly Air Asia again.,0
2015,CNX-MFM. Kiosk check-in with no bags. Took all of 10 seconds. Flight landed on-time in Macau. Flight left on-time but waited on the tarmac for 20 minutes before take-off with no explanation as to why. Cabin staff friendly and helpful. Would happily fly them again especially ex-CNX!,0
2015,Recently flew from Sydney to KL on Air Asia the flight was pleasant and the staff were friendly. This airline is great value for money and perfect for getting you from point A to B for a fraction of the cost. Inflight entertainment and food is optional yet not necessary. I would recommend upgrading to the quiet zone for a few extra dollars. A number of us also travelled with bikes and other excess luggage the airline was great in taking care of this and we travelled without an issue. I would defiantly recommend and will be returning to Malaysia with them in the future.,0
2015,10/1/15-17/1/15. QZ547 and QZ 544. My husband and I travelled on Air Asia Perth to Denpasar return last week and the flights were fine. The Perth to Denpasar flight left 30 minutes early and as it wasn't a full flight my husband was able to stretch out and have a sleep. The Denpasar to Perth flight was full but once again there were no issues. The flight attendants did their jobs competently. I would definitely recommend Air Asia for short trips.,0
2015,Flew the KUL-CGK on 20 December and CGK-KUL on 4th January. On the sector KUL-CGK the food that I pre-booked was delicious served hot nice and creamy. On the sector CGK-KUL food was served hot and it was awesome. Overall good trip satisfaction. FA's were nice and presented a good service throughout the flight. Will continue to fly AirAsia.,0
2015,As I write this my wife is trying to get home from Bali. They promoted their new direct flight from Melbourne to Bali late last year which we booked only to be told two days before departure that they never had authorisation for that route. As a result she had to travel through KL and this added an extra 8 hours to her trip. They promised that the issue of the direct flight would be fixed before her return trip and guess what. Another text two days before she returns home saying that she is going through KL again. Then the morning of coming home the Flight to KL was cancelled and she was put on an earlier flight meaning she had to leave her hotel in a mad rush at 4am to get to the airport. In total it will now take her 16 hours to get from Bali to Melbourne with this joke of a so called airline. Add to that the customer service is poor the planes are dirty and they promise things they have no intention of delivering. Never again.,1
2015,Kuching to Penang. Flight was scheduled at 7.55pm but was delayed to 8.30pm most likely due to bad weather. Boarding was fast seat was extremely narrow and I was rather shocked about it as only recently I flew with MAS. Flight was very bumpy but this is most probably due to weather. Food was rather tasteless and is not worth the price. The ticket price wasn't very cheap either only about RM20 cheaper than MAS. I would have opted for MAS if MAS has direct flight between these two cities.,0
2015,KUL-HKT-KUL. I accept that if you don't pay to choose a seat it will be selected randomly. But to split people up on the same booking (my wife was in the row behind me) is ridiculous. Outward flight 15 minutes late (it appeared that someone's bag was being offloaded so maybe someone failed to board the flight) before arriving into the chaos of Phuket airport arrivals (I reviewed this airport separately).,1
2015,I flew Air Asia in July from Bengaluru to Chennai 4 times onward and return as well. The fares were excellent and the planes neat and clean. The price is the Company's UPS which is helping them do well in Malaysia Indonesia and other Asian countries where they fly. The only thing which I did not like was issuing Paper Boarding passes instead of the regular passes. But I heard they have changed this and are now issuing the normal passes. Would surely fly again.,0
2014,Just flew four sectors with AirAsia and couldn't fault except for limited menu options at the end of the flight from Sydney to KL. Only complaint would be about their partner optiontown. I paid for an upgrade and booking fee for 2 via their website about 2 months prior to our flight. About 4 hours before the flight I received an email saying our flight upgrade was unsuccessful. We got on the plane to an announcement that there were upgrades available to business class for almost double what we originally paid - 4 in fact. We feel ripped off. I do not accept their were 4 business class cancellations. Either Air Asia or their partner Optiontown are guilty of charging our booking fee for no service.,0
2014,Flew with them this week between Bangalore Chandigarh and back to Bangalore. I feel the airline has potential if handled properly. The ground staff leave a lot to be desired. Our flight from Bangalore although boarded on time the crew could not clear for quite a while. Pilot seemed to take each thing at a time effecting delay. The return leg was further confusion as fog delayed the incoming flight but no one was interested to let the passengers know the same. No announcements. Also in the aircraft the crew just forgot to ask all to switch off the phones. If it is not much of a problem then why push for it all other times. Where is the safety when the announcements were not completed. No smoking announcement not made. Some positives though. Good pricing strategy. Fresh aircraft and good potential if staff improve.,1
2014,Took the KUL-CGK-KUL on AK386 and QZ202 respectively. Cabin crew were awesome and very good. Food was ok but could add more menus and add more spices to the food.,0
2014,November 26th Chiang Mai to Hong Kong. Early morning flight (departure time 06.00) and while the standard check- in for international flights is 3 hours prior to departure time the counter failed to be staffed until 04.20. A small irritant yes but it was a harbinger of things to come. Ticketing and luggage handling pretty typical of any other airlines with the exception of dealing with excess baggage. Each bag is weighed and there is no leeway whatsoever. Every increment of one kilo was billed as excess baggage. They do not make this easy. The passenger must leave the queue walk across the terminal to the Air Asia cashier process the necessary transaction and then return to the ticket agent to complete the process. We knew we had excess weight we had pre-purchased an additional 20 kilos of sporting equipment. The agent unilaterally decided that trekking equipment was not sporting equipment therefore it was to be classified as excess baggage. We were forced to pay an additional 5575 baht (approximately 175.00 USD) simply based on his arbitrary determination. We pre-ordered and prepaid for an inflight meal. Their idea of a breakfast meal is a small tin of rice or noodles and a 4 oz. cup of water. It was the worst attempt at a meal I have ever witnessed. On this trip we used 10 different airlines. Did Air Asia get us to Hong Kong on time? Yes. Was the plane clean? Yes. Did we receive value for the money spent? Not even close. Of all the airline companies we flew was AirAsia at least average? Not even close! Would we ever fly this company again knowing now how they treat their customers? I hope we never are faced with that decision.,1
2014,I needed to get to Bangkok Chiang Mai and Krabi. To do this within my allotted time span I had no alternative but to fly between these cities. The price differential is quite marked so I elected to try Air Asia which would allow me to compare it with Bangkok Airways who I had flown with before. The aircraft was configured as a single cabin. The first few rows sported cotton covers over the seat headrest and were reserved for passengers willing to pay a premium. The other seats were so close together that for any person over five feet six inches (like myself) were forced into a painful contortion to avoid digging their knees into the seat-back in front. Minutes after the aircraft departed the four cabin crew members wasted no time in blocking the aisles with trolleys flogging drinks and snacks followed quickly by the same four trying their best to get passengers to buy mementoes of Air Asia. My next flight (Chiang Mai to Krabi) due to depart at 12 noon was cancelled. Its replacement was rescheduled to depart at 5.30pm. This meant a totally wasted day for me and meant arriving at my pre-booked hotel at 9pm instead of 3pm. No apologies  no explanations from Air Asia. The only consistency being the aircraft seating configurations and 2 hours of discomfort instead of one. More of the same on my last flight so there is little point in relating it. All in all my experiences were certainly negative ones.,1
2014,Bangkok DMK to Siem Reap Cambodia on 24 November. First time on Air Asia. A320 arrived late but plane was turned around quicker than normal. Gate agents never said anything about the delay which I hate - just say the flight is late. We departed 20 minutes late and arrived in Siem Reap about 10 minutes late. Short 50 minute flight. Plenty of leg room (I'm 175 cm) and had a seat in the middle open so plenty of room. Flight attendants very friendly. Didn't eat or drink but snacks looked reasonably priced. Luggage was off quickly - immigration took forever but that isn't Air Asia's fault. Very nice airline and flew a couple days later again.,0
2014,"Siem Reap Cambodia - KUL on 27 November. Check in was quick - my bag was over the 20 kg limit so they let me re- pack and carry on a 2nd carry-on the signs all over say ""only 1 carry-on allowed"" but I never saw anyone say anything to customers with multiple carry-on bags. Agents were friendly both on the ground and in the air. Inbound flight was late an hour so departure was delayed the same time ground staff announced the delay just at the time we would have been departing. Think its a standard of Air Asia to not announce delays promptly. Flight was good - 2 hours and again a seat in the middle free. Bought noodles and snacks - good value for money and delicious. Landed at KUL Terminal 2 about 45 minutes late and bags came out fairly quickly. Enjoyed the flight and definitely a good fare.",0
2014,We were a group of five who took CGK - DMK - CGK flight (QZ 252 and QZ 255) both stints were pretty much on time efficient check in process at both airports. As expected we were seated at distant rows which was alright for us. Overall very satisfactory.,0
2014,AK384 KUL-CGK / BDO-KUL. Both flight departed on time and arrived a few minutes earlier than scheduled. Cabin crew for KUL-CGK - seemed friendlier and approachable. Luggage drop were fast as I did web check in.,0
2014,My family and I (group of 5) flew PNH-KLIA2-PNH in November 2014. The PNH-KLIA2 flight was almost full and the KLIA2-PNH flight was completely full. Having been a regular AA and AAX flyer since 2006 we knew what to expect - value for money. Our expectations were kept at a reasonable level and once again we were not disappointed. Cabin service was good. I have found AA and AAX cabin staff to be at least as good as those of full-service airlines but some of the ground staff at the old LCCT and on the Gold Coast have been abrupt if now downright rude. A few ground staff at the old LCCT had a poor command of English. On balance though in my 8 years of flying on AA and AAX I have found AA and AAX to be good to excellent.,0
2014,"12th Nov 2014. Flight: AK139 Hong Kong (1050 dep) to Kuala Lumpur (KLIA2). This is the third airline review I am adding - the previous two I have literally just submitted using a 'minus points plus points' format. I'm not sure that I can think of any minus points for this flight. There was nothing amazing about it but it ticked the boxes that this low-cost airline pledged to tick. I have scored 3/5 for ""Food and Beverages"" because I am required to score but I did not have any as I chose to bring my own on-board. However what the airline offers is more substantial and far better-priced and I would pre-book meals with them in future. As for ""Inflight Entertainment"" that is non-existent as would be expected.",0
2014,I frequently fly Air Asia and like the cleanliness and modern aircraft. This flight was Perth to Kuala Lumpur. The seat business class seating is okay and almost lie flat enabling a couple of hours sleep on the flight. The airline policy for quiet areas at the front on the plane is very good.,0
2014,We flew from KLIA2 to Bangkok Don Muang return at the end of October. I bought the tickets during a promo sale so paid very little. All went well. Flights were on time. It was a holiday weekend on the way out so the flight was full. Coming back things were less hectic as it was a normal weekday. I chose a lunch time flight so we could use a taxi to the airport easily. Check in was quick and the flight went on time. The pre-booked meals were all as expected. Seats were free up the back and we were allowed to use them and spread out. Arrival at KLIA2 was easy as we'd used the airport before. Air Asia offers a great product. You know what you'll get and so long as you buy during a promo period you'll pay very little.,0
2014,Business class to and from Australia was well up to expectations. Flights on time comfortable seating clean and modern aircraft edible food polite helpful and welcoming crew. Likewise the 3 internal Malaysian flights in a single-class aircraft.,0
2014,Business class was wonderful except for the meals and any drinks had to be brought including water. The inflight entertainment was limited and if you didn't book it with your flight you could not request it once you got to the plane as they only allow enough for the pre booked entertainment. The seating and value for money was wonderful and the 8 hour flight went very quickly. I would recommend that you eat well before going on the flight and you will be very happy with everything else.,0
2014,"Comfortable business class ""flatbeds"" on longer legs of trip - service good - usually depart and arrive on time. Staff usually very friendly and accommodating but this last trip (Sydney/KUL/CNX) staff were a bit on the reserved side. This is unusual even with the short flights I have taken with Air Asia as well as some other business class flights. My rating for inflight entertainment was 3 out of 5 because one needs to purchase the entertainment separately and I did not use it as I was travelling overnight. Generally and for the most part I would recommend flying Air Asia.",0
2014,Over the past month I have flown Domestically several times in Thailand and last week flew Business Class to Australia. I will return to Thailand the same way. I am an Australian but have lived in Asia for the past 22 years. Air Asia has grown and improved remarkably over the past few month. The crew service food cleanliness of the planes are all now far superior than in the past. It is a low cost carrier but now it doesn't feel so much that way.,0
2014,20th Apr 2014 Perth-Kuala Lumpur flight D7233. 18th Oct 2014 Kuala Lumpur-Perth flight D232 in Business Class. Cabin consists of 12 seats only so is nice and quiet. Seats are cocoon style. backs do not recline but the seat does all the work thus you never have anyone in front reclining their seat in your face. Nice big pillows and doonas complete the feeling of luxury. Meals are not a highlight however. We find comfort far more important than meals. One good thing about the meal service however is you can tell the cabin crew when you would like to eat. If you want a comfortable few hours sleep where you can stretch full length and cuddle up in a doona can thoroughly recommend Air Asia Business Class. Aircraft clean and crew very helpful.,0
2014,D7206 24 October 2014. This was our first Business Class flight experience with Air Asia and it exceeded all our expectations. Because it is a No Frills Airline we were not expecting a full service. We made our meal selection at the time of booking. We were given a glass of orange juice on arrival and the meals we had selected were delivered soon after take-off. These are normal economy fare but at the fare we paid we did not expect any different. Alcohol was available for payment. The seats however are as good as you would hope to find in any full service business class. Fully lie flat and with the full size pillow and duvet supplied we enjoyed a good sleep for almost the entire flight. Would I chose this again? Absolutely!,0
2014,AK827 on 23/9 from Phuket to KL then KL to Sydney on 23/9 Flight D722. Return was on D223 Sydney to KL on 7/10 then same date KL to Phuket on AK222. I booked well in advance for a trip to Sydney via Kuala Lumpur and am a frequent flyer with Aisr Asia so am aware of the restrictions for the excellent price and service which is provided. I would have liked to have been informed that there was no Business Class Lounge at Kuala Lumpur airport and also it would have helped if they had given us some idea of the great distance between Gates. I cannot fault their service at the desks through the Gates and on the aircraft. Business Class is extremely comfortable and with the exception of the food and beverage arrangement which I was aware of very good.,0
2014,5 October 2014 FD315 and D7 222. I had already booked a flight from BKK to SYD on another airline but had to cancel and find another flight closer to my departure date. AirAsia had a business class ticket available departing from Don Mueang at an excellent price so I bought it. The first flight from DMK to KUL didn't have a designated business class seating section but my seat was in the 3rd row so that was convenient. The flight from KUL to SYD did have a separate business class seating area with chairs that reclined almost flat for sleeping. The chair width was ample. Although a 180 degree flatbed would have been better AirAsia's was decent and I was able to sleep fairly well. The service was excellent and we were given extra snack treats. I will definitely fly AirAsia business class for an overnight flight again as long as it is affordable for me.,0
2014,My wife and I flew from Sydney to Kuala Lumpar and then on to Phuket with Air Asia in business class albeit the KL to Phuket sector did not have any business class - which we had been warned about prior to the trip so this was no surprise. We were very pleasantly surprised at the amount of space and the ability to turn the seat into an almost flat bed albeit the incline was just enough to make sliding down the seat a bit of a problem. The service was excellent and whilst the food was quite basic and they had not got our pre ordered meals correct the food was adequate. The inflight entertainment was also quite basic but as we had been warned of this we had our own tablets etc so we certainly did not suffer. As far as value for money goes I could not have wished for a better experience. We will certainly use this airline again where possible.,0
2014,We flew PEN-DMK by FD402. The flight departed and arrived on time. Boarding in Penang smooth and efficient as was the arrival in Bangkok. The cabins are fresh and clean. Crew is efficient and accommodating. So when the fares are reasonable I see no reason not to give AirAsia top marks. It helps that DMK although it looks a bit outdated is more efficient than BKK by far. On a sidenote the question on inflight entertainment is not relevant on a 2 hours flight but the inflight magazine is good so high score here.,0
2014,AirAsia Philippines is the worst airline I have ever flown with we were flying from Cebu to Manila and back. The boarding process was a disaster with everybody wanting to go in at the same time and nobody tried to even control the flow of passengers. At check in they managed to put our daughter 8 years old in a different row than the parents. On the way back they managed to put our 2 children (5 and 8 years old) in row 6 and the parents in row 26. For a fee they could change seats - this is not normal in my eyes and it would have been normal to put us all in one row. The person who checked us in acted as if he was tired and doing all he could.,1
2014,Travelled KCH-KUL with AirAsia and KUL-ICN with AirAsiaX (Fly-thru). Happy with their efficient and no-nonsense service. Baggage went all the way from KCH to ICN. Flight departed on time (as with most other flights I have taken with AirAsia). In-flight magazine was quite an interesting and informative read. Pleased with the courtesy of the crew. Also the Captain greeted disembarking passengers which is excellent.,0
2014,"We flew from Denpasar to Perth yesterday and will never fly this airline again. We checked in several hours before our flight and were disappointed to find that we had been given seats in two different rows (my husband and I were flying with our two kids). Obviously we had hoped to sit together as a family but thought ""oh well it's not the end of the world"". We boarded the plane and realised that we were not only in different rows but in 4 different seats. We were absolutely gob-smacked that an airline could put a 2 year old on his own! When we waved down the air hostess and explained that our son who had just turned two could not sit on his own she told us that the flight was full and we would have to take our dedicated seats. I told her that our 2 year old could not possibly sit on his own and she suggested that he sit on my lap instead. Pretty disappointing when you paid for 4 seats. Just when I thought things couldn't get much worse the food trolley came around and after placing my order for a hot meal for myself and my two kids I was told that they only accept cash and not card. I didn't have any cash on me (I had actually tried to withdraw cash at the airport but the ATM was out of order) so they told me I was unable to order any food. I said that there must be some other option as my kids were hungry and surely there was something they could do but they did not help at all. My poor kids basically spent the whole flight crying with hunger and they wouldn't even give me a bottle of water (as our water had been taken off us at the airport by security). I was basically in tears by this time and finally a kind passenger gave me $10 so I could buy something for the kids to eat. I will never fly with this airline again.",1
2014,Out of the 9 Air Asia flights I took in May and June 2014 5 of those flights were late by more than 40 mins. Another bug I have with Air Asia is that they do not notify passengers of flight changes dates etc. They simply change itineraries and let passengers find out themselves. I have flown with them for 7 years and I'm losing patience at the way they do not care for passengers who support them. They are not cheap anymore. Scoot are far more reliable and a similar price ex Sydney. Once my pre-booked flights for 2015 are used it's bye bye to Air Asia for me. Too little too late! 50% good is not good enough!,1
2014,Having flown many times with AirAsia we are really amused by some of the critical comments about this airline. Having flown dozens of times in SE Asia and might we add that we always fly Business Class for our long haul with another airline we find Air Asia short flights excellent. If you choose to fly long haul on a budget airline don't expect first class service. Air Asia does what it says on the tin. They are punctual good value food wed upgrade our luggage and seat when you book and crew are always pleasant. Petty comments about no entertainment on a 1 or 2 hour flight takes some beating. As with Ryanair follow their rules and you will have no problems.,0
2014,Our very first experience with AirAsia and we are totally pleased. Our family of 8 flew from Johor Bahru - KL so a quick flight. Check-in was smooth however we arrived early and it was quite sometime before the check-in counter opened. The waiting area at Johor Bahru is just adequate. However the flight itself was smooth and efficient getting us to KL on time. As it was such a quick flight there was no time for inflight entertainment or food & beverages. I would highly recommend AirAsia. Value for money was excellent.,0
2014,Delayed for almost 20 hours without food water and accommodation in Kansai airport. It was a midnight flight. No announcements to update status until 3 hours after departure time. Handled the exit and collection of luggage in a messy manner. Worst airline that io have ever taken. Unprofessional and doesn't care about passengers. Only having profit in mind. Didn't even care for passenger carrying sleeping child. They have to queue in a messy manner to collect departure card from AirAsia ground crew.,1
2014,Unpleasant Experience - flying with toddler with Air Asia. I flew with my wife and 4-year-old son from Jakarta to Singapore on 12 Sep 2014. Surprisingly three of us were assigned to three different seats in three different rows. I asked the check-in counter officer to change the seats. However he said that the flight was full and suggested I purchase seats in advance on my next flights. Some thoughts on this incident: 1) Is this Air Asia business model? Separating a toddler from his/her parents could PUSH the parents to purchase seats on the next flight. This is shown as an ads on AirAsia magazine. 2) Is safety Air Asia's concern? Separating a toddler from his/her parents raises a safety risk. Suppose an emergency event occurs. Who will help the toddler? Do you think a stranger sitting next to him/her would help him/her? Finally I exchanged seats with other passengers. This definitely causes unpleasant for them. After this incident I do not recommend a family with young children to fly with Air Asia unless they want to purchase seats.,1
2014,Having returned from a 3 week trip around SE Asia flying 6 legs with Air Asia I have to recommend their service aircraft ground staff cabin crew and pricing. We had the pleasure of flying Air Asia out of KL and Thai Air Asia out of Bangkok HCMC and Phisanulok. On all occasions check in was quick and efficient with clear direction given boarding spoken in English seat allocation and comfort fine with ample space for the short haul flights FA's were well presented with good command of English flights all left on time food and beverage acceptable with good pricing compared to other budget airlines no IFE but most people talked to their partner the old fashion way of communication which made the flight seem short. Overall my wife and myself were very pleased we chose Air Asia to travel around SE Asia and would have no hesitation in booking to fly with them again.,0
