Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Recommended,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft
cebu-pacific,732063,2020-12-24,1,Philippines,Trip Verified,"""I have to wait for 7 billing cycles""","I booked a flight for our honeymoon supposedly on last May, but I made a mistake and booked March instead so I paid for a rebooking fee. Since pandemic started last March, we were unable to fly last May. So I was given options, I can get a full refund (they stated the FULL AMOUNT, inclusive of the rebooking fee since they were the one who cancelled the flight, not us) or have it credited to our account wallet. I chose the former. I was advised that I have to wait for 4 billing cycles, when August arrived, no email, no reply nothing. I followed it up then was advised again to wait for another 4months. When nothing is still refunded, I followed up again through fb and sent them emails and I have to wait for 7 billing cycles. When I got mad and sent them emails, screenshots of their replies, 2-3days after I think they emailed me saying that I get to be refunded minus the rebooking fee.",Couple Leisure,Economy Class,Manila,Cebu,,May 2020,,,,1,no,,,,
cebu-pacific,730468,2020-11-19,1,United Arab Emirates,Trip Verified,"""I have not received a refund""",I am shocked and disgusted with the customer service from Cebu Pacific. My flight was cancelled in March and I was told I would receive a refund by August/September at the latest. I have not received a refund and my emails are now being ignored.  I feel like I have been treated with disrespect and it is not good enough.,Solo Leisure,Economy Class,Dubai,Manila,,March 2020,,,,1,no,,,,
cebu-pacific,730417,2020-11-18,1,United Arab Emirates,Trip Verified,"""They have no regard for customer""","The worst airline I have ever had the misfortune of dealing with. Sent wrong information about the flight - no apology - Not informed of changes, no apology. Call centre staff are unhelpful - no apology. Spent over an hour calling them to request refund, from another country, and they gave no solution and will not even show the courtesy to call or even email customer back. They have no regard for customer.",Family Leisure,Economy Class,Dubai,Manila,,November 2020,,,,1,no,,,,
cebu-pacific,729301,2020-10-23,2,Philippines,Not Verified,"""have been waiting for our refund""","Our flight was for oct 5 2020. sept 19th 2020 Cebu air canceled out fights due too covid. 19 We have been waiting for our refund for over a month now. They tell us it could take 5 billing cycles. They confirmed too me I may have to wait till feb or march of 2021. This is not acceptable, they took my money with no trouble.  With all due respect the handling of this matter concern's me and I will do my best too fly with another company. I had a similar situation's with other airlines and got my money back pronto as it should be.  Also I am having trouble getting my insurance money returned from them as well.",Family Leisure,Economy Class,Manila,Davao City,,October 2020,,,,3,no,,,,
cebu-pacific,728590,2020-10-08,7,Philippines,Trip Verified,"""for short flights its okay""","Bangkok to Manila in November 2019. As this is a low-cost airline the service is 'no-frills'. Nevertheless, the ground service is good - not the best - but I suggest more check-in counters. The flight departed on time and arrived on time. While this may not be the same on other flights - they are improving on their on-time performance. Cost for money is good - considering I only paid half of what I would usually pay if I chose a full-service carrier for this route. The legroom was a little bit crampy, but you get what you paid for. This A330 operated by Cebu Pacific is infamous for its cramped seating configuration. I wouldn't recommend this for a long-haul flight, but for short flights its okay. You get to your destination on the cheapest price while the product quality is still there.",Solo Leisure,Economy Class,Bangkok,Manila,,November 2019,3.0,4.0,3.0,5,yes,,,,A330
cebu-pacific,725304,2020-07-24,1,Ireland,Trip Verified,"""shameful and disgraceful airline""","Withholding my money over 4 months on a refund that THEY offered I was offered and accepted a full refund on 16 March. Initially told it would be two months then when two months had passed, suddenly it would be 3-4 months for the refund to be processed. It is now 23 July and my money is still being withheld despite being past the 4 month mark. Useless apologies asking for my understanding when I’m over €200 out of pocket mean nothing to me. Other airlines have managed to issue refunds despite the crisis, I cannot think of any excuse for me to have still not received my money back. I would give 0 stars if I could. Not a trustworthy airline. Absolutely shameful and disgraceful airline",Couple Leisure,Economy Class,Manila,Ho Chi Minh City,,March 2020,,,,1,no,,,,
cebu-pacific,723946,2020-06-19,1,Thailand,Trip Verified,"""they don't pay back my money""",I paid my ticket with my credit card. Within seconds Cebu Pacific the money was transferred. Regrettably I could not fly and asked Cebu Pacific for a refund of the taxes. Cebu Pacific agreed but since two months they don't pay back my money.,Solo Leisure,Economy Class,Dipolog,Puerto Princesa,Manila,February 2020,,,,1,no,,,,
cebu-pacific,722812,2020-05-14,10,Philippines,Not Verified,"""Validity is for one year""",Manila to Legazpi. Cancelled my flight due this pandemic. Opted put the money to my travel fund that didn't take me more than 2 minutes to do. Validity is for one year. Good job Cebu Pacific,Solo Leisure,Economy Class,Manila,Legazpi,,May 2020,,,,5,yes,,,,A320
cebu-pacific,721513,2020-04-15,1,United Kingdom,Trip Verified,"""refusing to refund flights""","They are refusing to refund flights cancelled because of COVID 19 from 15 March onwards. They are giving us false options to choose between full refund and travel fund in their official site, but actually you are forced to accept travel fund which 90% of people won't be able to use anyway. What's even worse, their customer care is not even replying on multiple emails and complaints for weeks. They really deserve the lowest possible score. Tourists should boycot this airlines 100% for all their lies and I definitely won't use it again.",Couple Leisure,Economy Class,Manila,Puerto Princesa,,March 2020,,,,1,no,,,,
cebu-pacific,721136,2020-04-07,1,Germany,Not Verified,"""refuse to give a refund""",They canceled my flight due to Covid-19 and now refuse to give a refund. Besides advertising it on there own website. They only gave me a travel fund which i can use in the next 180 days. Customer Service is not helpful at all and extremely hard to reach. It took me almost 3 weeks and 10 Mail until i got an answer.  I will never book with them again.,Solo Leisure,Economy Class,,,,April 2020,,,,1,no,,,,
cebu-pacific,720714,2020-04-02,1,South Africa,Trip Verified,"""stealing my cash""","I had flights from Manila to Bangkok and when travel bans for COVID-19 were release. I decided to call them and get a refund as per their policy, I was informed that my flight was cancelled by someone without my knowledge and the remaining fund were put into a ""Travel Fund"" (which was less than half of what I paid them and I will never use). Worst of all they can't even guarantee that this person will not be able to make a flight booking with the remainder of the travel fund thereby stealing my cash, honestly don't think their call centre agents even understand what the issue was here, it's very said that their business is run in such an unethical way, I didn't even get a chance to fly with them. Safe travels.",Solo Leisure,Economy Class,Manila,Bangkok,,April 2020,,,,1,no,,,,
cebu-pacific,719960,2020-03-25,10,Philippines,Not Verified,"""Cabin crew was friendly""",Manila to Cebu. I really like the service. Cabin crew was friendly. The cabin crew also had some fun games which made the flight confortable and entertaining. The legroom was really good. Upon arrival we boarded using a jet bridge which is comfortable and easy.,Solo Leisure,Economy Class,Manila,Cebu,,March 2020,5.0,5.0,5.0,5,yes,5.0,5.0,5.0,A320
cebu-pacific,718946,2020-03-18,3,United States,Trip Verified,"""talking to each other""","Bacolod to Cebu. Check in staff was more on talking to each other despite of long line of passengers, you can see there’s no sense of urgency or organization lots of check in staff but it seems they’re not interested in lessening the queue of passengers. Aircraft is clean, though its just a 25 mins flight, the flight attendants cared more on their own personal conversation than checking with passengers if they even wanted water!",Solo Leisure,Economy Class,Bacolod,Cebu,,March 2020,4.0,1.0,1.0,3,no,,,,
cebu-pacific,718843,2020-03-18,1,Turkey,Not Verified,"""we want our money!""","We bought ticket for Cebu to Coron for 18th. In bohol government said for a lock down to Manila. We went to Panglao airport to change our ticket for Panglao to Manıla. But your staff sad its impossible because flight will be cancel, it will be refund but it hasn't. I want my full refund.İn Pangloa they sad 15th will be flight to Manila and we bought ticket for 15th. It was open on your web site too!you cancelled it on 15th morning! If your flight will be cancel why your staff said will be flight and you didn't cancel it 14th! We went to Cebu with ferry and looked there and missed our flight to İstanbul. Your staff said Cebu-Coron flight will continue, but it cancelled too. That flight cancelled too and we want our money!",Family Leisure,Economy Class,Manila,Cebu,,March 2020,2.0,2.0,1.0,1,no,1.0,2.0,1.0,
cebu-pacific,718189,2020-03-13,1,Romania,Trip Verified,"""This airline is ridiculous""","This airline is ridiculous. This is something I haven't seen before. I bought tickets for 8 people to Manila to Dubai and they didn't let them embark for some absurd reasons. First they said they did not have connection from the same airport, as a rule I bought another 8 tickets from the same airport in Dubai and then they said they have to pay extra for luggage that I have already paid online once. and last time they said they were too late and would not let them embark. My question is: how does a plane leave without 8 people? And if so, then reschedule the tickets for another date. There is no such thing as not giving back money or changing tickets.",Business,Economy Class,Manila,Dubai,,March 2020,,,1.0,1,no,,,,
cebu-pacific,717461,2020-03-07,1,Ukraine,Not Verified,"""I don’t recommend this airline""","Cebu to Siargao. Worst airlines I have experienced.  First time our flight has been canceled and I don’t see any returned money yet. Because of this we had to go to our destination through ship during 9 hours. The second time we were late only for 2 minutes and they didn’t pass us to the plane, so we had to buy new double-priced tickets!  I don’t recommend this airline!",Couple Leisure,Economy Class,Cebu,Siargao,,March 2020,2.0,2.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,717356,2020-03-07,1,Philippines,Not Verified,"""They are very incompetent""","Manila to Taiwan return, they issue a travel ban on February 10 so we’re not able to use the ticket. I checked on their web site that it’s either I call the hotline or go to the nearest Cebu pacific branch. What I did is I went to their branch in Puerto Princesa to asked for the travel fund their staff has no knowledge about what to do on travel fund they gave me incomplete requirements needed for the refund. I specifically asked them what are the documents needed and the other staff told me just 2 government identification but only to find out that I still need an authorization letter from my sister. I’ve been coming back many times because the supervisor whose supposed to do the refund is not around (because she’s the only authorize to do it according to them) .. it took 11 hours for the travel fund to finished.. They are very incompetent.",Family Leisure,Economy Class,Taipei,Manila,,February 2020,,,2.0,1,no,,,,5J 312
cebu-pacific,717298,2020-03-06,1,United States,Trip Verified,"""Ridiculous and inexcusable""","Manila to Puerto Princesa, Many seats were available. My pregnant wife was in the middle and I by the window. We asked  the flight attendant, if we could move to an open aisle seat since my wife needs to use the restroom frequently. She said she would ask the captain. She came back later and said we could not due to policy. A few minutes later others we're changing seats without asking. Then a person from the rear came up and laid across 3 seats just one row up on the opposite side. No flight attendant ever said anything to anyone not did they come back to us and let us change. My wife had to continue asking the person in our row to let her out. This same thing happened on our return flight although we made sure we were on the aisle. But many were changing seats even though it was announced that it was forbidden. No one was ever talked to including there guy who changed sides of the plane during take off. Both stewardesses saw him move across the aisle. Ridiculous and inexcusable. We will not be using your services anymore.",Couple Leisure,Economy Class,Manila,Puerto Princesa,,February 2020,3.0,1.0,3.0,1,no,,1.0,,
cebu-pacific,714309,2020-02-18,8,Germany,Trip Verified,"""Overall a good experience""","Manila to Busuanga. Self check-in and drop-off of the case was quick and effective. The aircraft made a well-maintained impression. The seat spacing was good, the on-board staff were friendly and the food could be expanded against payment. Overall a good experience.",Solo Leisure,Economy Class,Manila,Busuanga,,February 2020,4.0,5.0,4.0,4,yes,3.0,,,ATR 72-600
cebu-pacific,713458,2020-02-13,1,France,Trip Verified,"""worst airline I have ever taken""","My flight from Manila to Macau was cancelled 2nd February at 7 pm just as I was supposed to embark. First excuse, the Honk Gong government closed its frontier. Ten minutes later, they said that the Filipino government won’t let any plane coming from China to the Philippines. Still, I want to go to China, I am not coming from there. So, what does it have to do with me again? Afterwards, they told me that every company in the Philippines are forbidden to go to China, Hong Kong and Macau. Finally, a good reason, but why did they lie before? Because I was in transit and didn’t have the stamp, they put me in a hall. There, they took my passport, a really stressful situation. They wouldn’t tell me what was happening and what I could do. I was anxious because the day after I had a flight from Macau to Taipei and from Taipei to Paris. I needed to go to Macau as fast as possible. I was sitting on the floor, hungry, tired and scared of the people of Cebu Airlines. They talked to me, as if they were talking to a dog. I asked if I could call my French embassy with their phone, they wouldn’t let me (I broke my phone the week before). Finally, at 11 pm, they came to me and asked me to take another flight to another place. Luckily, I have money, can you imagine someone who doesn’t? How would he or she do? I had no other choice than to take a flight to Paris at 7 am.  At 2 am, they gave me my passport back. What did they do with it? Why did they need it? I left this hall of despair right after and finally got to take my plane back home. Guess what, it’s only after, that I learned that the Philippine airlines wouldn’t go to China. They lied to me again. I could have taken a flight with AirAsia to China. Now about being refund, what a swindle! They first didn’t understand my request. Because I had received a boarding pass, they thought I got on the plane. Don’t they see on their screen that the flight was cancelled? Right now, I am being refund of a modest sum. I am not even thinking about who much money I spend with international calls. Their website is of no use. I didn’t catch my flight from Macau to Paris via Taipei because of them. I had to take another flight from Manila to Paris because of them. Cebu Pacific is the worst airline I have ever taken. Their service is no service.",Solo Leisure,Economy Class,Manila,Macau,,February 2020,,,1.0,1,no,,,,
cebu-pacific,713422,2020-02-13,2,Netherlands,Not Verified,"""waiting for our refund""","Puerto Princesa to Sydney via Manila. We had booked our tickets a couple of months before the date. Due to the volcano near Manila we decided to cancel our flight and book another flight via Singapore and Bali to Sydney. We paid a cancellation fee of 32.5%, and now we are waiting for our refund. But they only want to give us a travel fund, but we don't need more flights. We are heading home to the Netherlands soon. The travel fund is only for us, we cannot book for others and is ending at the 17th of April, then our money is gone.  Never again.",Couple Leisure,Economy Class,Puerto Princesa,Sydney,Manila,January 2020,,,,1,no,,,,
cebu-pacific,713076,2020-02-11,1,Australia,Not Verified,"""won't be choosing them again""","Pretty disappointed with Cebu Pacific's customer service. I had to cut my holiday short due to the Taal volcano eruption just over 3 weeks ago. We had safety concerns around this high rating and did not feel comfortable with the ash in the air and the flights being cancelled. When I explained that the natural disaster had cut our trip short, Cebu Pacific refused my request for refund with a short and blunt email, a week after I emailed them for assistance. They were very misleading in not sending any information on getting the government tax back which I am 100% entitled to,  luckily I had done my own research. It has been three weeks and I am still waiting for my government tax refund request to be reviewed .. a tiny $50AUD return on a $500 flight that I couldn't take because of serious safety concerns. Very disappointed in Cebu Pacific and won't be choosing them again.",Couple Leisure,Economy Class,Manila,Melbourne,,January 2020,,,,1,no,,,,
cebu-pacific,711614,2020-02-03,9,Sweden,Not Verified,"""They treated us well""","Manila to Puerto Princesa. At the airport in Manila, a service minded guy named Salahay helped us to get the right advice. He transferred us to a desk with a helpful girl who booked our tickets. It went smooth and fast, they also spoke excellent English. They treated us well! Recommend.",Solo Leisure,Economy Class,Manila,Puerto Princesa,,February 2020,3.0,4.0,5.0,4,yes,3.0,,,
cebu-pacific,711228,2020-01-31,1,United States,Not Verified,"""Shame on you""",Dubai to Manila. To not allow people with a one-way ticket on the aircraft is an absolute scam! I was not allowed on the plane until I showed I had a ticket to leave Manila. It is obvious that this is a scam to try to get people to buy another Cebu ticket. There is no immigration law or policy that states that I need to have a ticket to leave the country before I am permitted to board a plane or enter the country. Shame on you.,Solo Leisure,Economy Class,Dubai,Manila,,January 2020,2.0,2.0,1.0,1,no,1.0,1.0,1.0,A330
cebu-pacific,709438,2020-01-21,2,Ukraine,Trip Verified,"""extremely negative opinion""","Hong Kong to Puerto Princesa. In the check-in desk they haven't accepted confirmed return ticket and forced to buy me another one in the last moment. When i wanted to write a paper that i will arrange my return flight by my self they didn't allowed me to do it. In summary they scam me for 100 euro, even they tickets cost 60 euro online. And i this money i lost because i already have a ticket. So i think this company is scam passengers for buying return ticket in the last moment and their staff are very rude in Hong kong. It cost me so much nervous and 100 euro extra. I think it's their policy how to sell more tickets. I feeling most terrible now after such a flight and have extremely negative opinion about this airlines",Solo Leisure,Economy Class,Hong Kong,Puerto Princesa,,January 2020,2.0,3.0,1.0,1,no,,,,
cebu-pacific,707977,2020-01-14,3,Australia,Trip Verified,"""poor customer service""","Melbourne to Manila. Flight was supposed to be at 5:30pm. Boarding time has been delayed multiple times then flight eventually got cancelled at 10pm. Poor communication with in terms of delays/changes causing frustration to passengers. Had a bad customer service in Feb 2019 and thought the airline has improved hence booking another flight but still, they have poor customer service.",Solo Leisure,Economy Class,Melbourne,Manila,,October 2019,,,2.0,2,no,,,,
cebu-pacific,706312,2020-01-07,1,Australia,Trip Verified,"""I am beyond disappointed""",I specifically ticked no stopovers in my internet choice for flights. The system gave me a return flight with a 2 hour stopover in Cebu and timed out while I was attempting to book the rest of my party and locked me into a 2 hour stopover I did not want! I rang them within the hour to try and get it sorted and they told me they could not rebook and to ring closer to the date and if there were seats available. I called today and they told me they can do it but have to pay an extra $1000.  I’ve flown you a few times and I’ve been pretty tolerant of your long queues and delays but.. you appear to have regressed instead of progressed and I am beyond disappointed that you are penalising me for your own system errors.,Family Leisure,Economy Class,Caticlan,Manila,,January 2020,3.0,2.0,1.0,1,no,,1.0,1.0,
cebu-pacific,701632,2019-12-17,1,Canada,Trip Verified,"""not to book with this airline""","Sydney to Dubai via Manila, I tried to add extra bags to my ticket, so many times, unfortunately, it was kind of impossible to do that, clearly, it was meant to build that way so the passengers won't be able to do that online, thus, they will be charged more money while they checking in at the counter. That's not the issue only, they charged me two time for my 25 kg bag, once when I checked in from Sydney airport to Manila, and the one more time when I checked in from Manila to Dubai, however it's the exact same airline, same flight booking. They just simply reaping off the passengers' money, for nothing, underlining of the claim of company policy. It's my first experience with Cebu Pacific Airlines and for sure it would be the last, so kindly be advised and take the right choice not to book with this airline.",Solo Leisure,Economy Class,Sydney,Dubai,Manila,December 2019,1.0,1.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,698225,2019-11-30,5,Australia,Trip Verified,"""seats are comfortable enough""","Sydney to Manila. As a budget airline it sits amongst similar airlines. I am yet to see a Cebu Pacific flight leave on time. Whatever the quoted departure/arrival times are, allow at least an hour more - often longer. Being a low cost airline, there is no entertainment apart from the staff who really only attend to Philippine travelers. They have played a quiz game on each flight I've been on - unfortunately the question is shouted form the front of the plane, so good luck in hearing it. The seats are generally comfortable enough for the roughly 9 hour flight. Take a snack with you, the food is not that appealing. Be aware: Sydney to Manila, you can take water with you. Manila to Sydney you can't. No Wifi - I hate to think what they would charge if the had it.",Solo Leisure,Economy Class,Sydney,Manila,,August 2019,4.0,3.0,3.0,3,no,,,,A330-300
cebu-pacific,697105,2019-11-25,1,Ireland,Trip Verified,"""it went from bad to worse""","The worst all-round experience we have had. We flew form Manila to Dubai on the 20th November 2019. From the minute we arrived in Manila airport it went from bad to worse - firstly we were unable to check in on the self service kiosks so we proceeded to the counter where there was a relatively short queue with three check-in desks open it took over an hour to eventually get served only to be told we had not booked check-in luggage (luckily we had proof of purchase) as you can imagine there were a lot of disgruntled customers at the slowness of the process. Once we boarded the plane we realized there was no entertainment, no charger ports for a 10-hour flight some form of entertainment should be provided at least for this length of time. There was no complimentary meal on board if you are flying at 3 pm and do not arrive until 1 am you would expect to have some food provided. When the refreshment and snacks trolley came around there were no hot meals available only snacks. We wanted to pay with card and we were told the card machine was not working we can only accept cash - 2019 or 1920? We only had a small bit of cash on us so could only buy one bread roll each (2 passengers) to last 10 hours. On top of this, there was no communication from the cockpit to inform us of the length of the journey, where we were etc. Terrible service under no circumstances will we be flying with Cebu Pacific again. Anyone else flying Cebu long-distance, bring cash, some snacks or prepared to be starved.",Couple Leisure,Economy Class,Manila,Dubai,,November 2019,1.0,1.0,1.0,1,no,,,,
cebu-pacific,697090,2019-11-24,1,Philippines,Not Verified,"""don't expect responsible service""","Kalibo to Manila. Worst airline experience. Delays can last as long as 8-hours with no meals. If complaints are filed whether online or written, you will only get an electronic reply and won't hear from them ever after. Fare is cheap so don't expect a responsible service.",Family Leisure,Premium Economy,Kalibo,Manila,,December 2018,2.0,2.0,1.0,1,no,1.0,1.0,1.0,
cebu-pacific,695346,2019-11-15,7,Philippines,Not Verified,"""experience was okay""","Manila to Singapore. My experience with Cebu Pacific was okay actually, the seats are fine and they have a charging port so i can charge my phone and use it as the inflight entertainment, The food though is not that good and it is quite expensive but over all if you are in a tight budget you can choose to fly with this airline and about the meal you can bring your own for you do not have to spend for food.",Family Leisure,Economy Class,Manila,Singapore,,November 2019,3.0,5.0,4.0,3,yes,2.0,2.0,,A321
cebu-pacific,686061,2019-10-01,4,Philippines,Trip Verified,"""almost always delayed""","If prices do not differ much, go with AirAsia or other airlines. Cebu Pacific is ok if you're travelling lite on a budget. With baggage fees and meals and other add ons, it might end up costing you more or about the same price as competitors. Domestic flights are almost always delayed! Especially flights to/fro Manila. Very early morning or very late evening flights are fine and usually unaffected by delays (if you're fine flying on that time). There is no entertainment and seats do not recline for all international flights I've taken. Prepare for hours of discomfort and boredom if you didn't bring anything to read. Domestic flights, however, do have reclining seats. They have inflight games with prices which are usually CebuPac merchandise. This is the inflight entertainment, and lasts for about 5 minutes.",Solo Leisure,Economy Class,Cebu,Tokyo,,August 2019,2.0,4.0,3.0,3,no,1.0,,,
cebu-pacific,685889,2019-09-29,10,Saudi Arabia,Trip Verified,"""Baggage handled well""",Flew Cebu Pacific Manila to Legaspi City at 5:00PM. Chose this timing for the extended baggage limit due to aircraft being used. Was carrying about 55 kilos and I didn't face any problem at check-in as I purchased 40 kilos baggage allowance and Sports Equipment which is maximum 15 kilos ahead of my flight. Baggage handled well and was first to arrive at the destination. Ground service was great. Flight was full but slightly delayed due to the late arrival of the aircraft which was fine. Cebu Pacific is the best option for me when carrying more than 40 kilos of baggage.,Solo Leisure,Economy Class,Manila,Legaspi City,,September 2019,4.0,4.0,5.0,5,yes,,,,A320
cebu-pacific,684671,2019-09-24,2,United Kingdom,Trip Verified,"""an unpleasant experience""","All-in-all an unpleasant experience. Manila to Melbourne. I thought I’d done everything to cover the two pieces of luggage I needed to check-in. I admit, it was my mistake (I think) in concluding that the two pieces I pre-paid for online had a weight allowance of 20kg each, when in fact it turned out it was for a ‘total’ allowance of 20kg. This mistake was made from my experience on other airlines sites that usually either have a straight weight policy, or an individual baggage weight limit. Anyway, I got it wrong, and the penalty for being 6kg over was 6,000 pesos, that’s close to £100, two thirds as much as the original fare. I’d already paid an extra 3,000ps for a seat with extra legroom. The fare that looked very attractive at the outset had more than doubled. As others have stated, the seats are narrow and uncomfortable, and the food I pre-paid for was bland. There is no in-flight entertainment. If you’re flying internally in the Philippines, Cebu Pacific might be a prudent choice, but in future, for international flights, I will certainly be happy to pay a little extra for a more pleasant experience.",Solo Leisure,Economy Class,Manila,Melbourne,,September 2019,1.0,3.0,3.0,2,no,1.0,,,
cebu-pacific,682621,2019-09-12,9,Saudi Arabia,Trip Verified,"""arrived a little bit early""",Legazpi to Manila. Checked-in online using their app to avoid any hassle at the airport and so I can go directly to the boarding area as I didn't have luggage to check in. Flight left on time and arrived a little bit early from schedule which was a plus. The weather was fine and the view from window was great. It was a good day to fly.,Solo Leisure,Economy Class,Legazpi,Manila,,August 2019,4.0,5.0,4.0,5,yes,,,,A320
cebu-pacific,682368,2019-09-10,1,Australia,Trip Verified,"""This is unacceptable from Cebu""",I travelled with Cebu for an internal flight in the Philippines back in July 2019. I rebooked with them for a flight from Melbourne to Manila for Dec/Jan 2019/2020. I had to cancel my flight due to personal reasons. Instead of giving me a refund Cebu gave me a credit note that I had to use within 3 months. When I rang them and explained my need to cancel I got the usual terms and conditions excuse and they refused to refund me my fare. When Cebu had the opportunity to act with compassion and fairness they chose not to. This is unacceptable from Cebu.,Solo Leisure,Economy Class,Melbourne,Manila,,July 2019,,,,1,no,,,,
cebu-pacific,680090,2019-08-29,6,Norway,Not Verified,"""very narrow seats""","We had an early flight out of Bangkok, we came early, no long lines before we came to passport control, there we waited around 20 minutes. Departure and arrival on time, I think Cebu Pacific are pretty clever to get their planes on time, even with the airport conditions they have to live with in Manila. We had a pre-ordered meal, that was a waste of money. The bad thing about Cebu Pacific is the very narrow seats. I am 1.83 and I sat with my knees in the seat in front of me for three hours. On the first leg to Bangkok, I had an aisle seat, I sat looking at the boarding passengers, when a very big guy, entered. He came down the aisle and of course he had the middle seat on my row! He took around 1.5 seats when he sat down, we were very lucky that the plane was not fully booked. They will get new planes in the coming years, where their seats are even more narrow, no thanks.",Couple Leisure,Economy Class,Bangkok,Manila,,August 2019,1.0,3.0,4.0,5,yes,1.0,,,A320
cebu-pacific,678567,2019-08-21,9,Philippines,Trip Verified,"""it was value for money""","Legazpi to Manila. First time flying on Cebu Pacific on this route. I must say that it was beyond my expectations. Flight left on time. Crew were cheerful, it was value for money. Bought my ticket for around 700 Php which is way way better than taking riding 10-hour bus ride to MNL for double the price. Cebu Pacific is an excellent choice if you're able to chance upon their seat promotions 3 to 4 months before your flight.",Solo Leisure,Economy Class,Legazpi,Manila,,August 2019,5.0,4.0,5.0,5,yes,,,,A320
cebu-pacific,678083,2019-08-19,9,Philippines,Trip Verified,"""I cannot find fault""","Legazpi to Manila, August 2019 flight was on time. Perfect weather in LGP and a little bit of rain in MNL but didn't affect flight in any way. Bought my ticket less thank 1K Php so it was a steal. Ground & in flight service were good. I cannot find fault on this flight.",Solo Leisure,Economy Class,Legazpi,Manila,,August 2019,4.0,5.0,1.0,5,yes,,,,A320
cebu-pacific,677380,2019-08-15,3,Philippines,Trip Verified,"""no issues at all""","Manila to Siargao. Generally, from the booking to my actual flight to the improved after flight customer service experience, no issues at all. I am going to give a low rating because I feel that Cebu Pacific management will not care. This is because of how my nephew’s changed flight was delivered and relayed. Flight time change should be handled with care and consideration. He missed his flight therefore, ruined our vacation plans.",Solo Leisure,Economy Class,Manila,Siargao,,August 2019,5.0,5.0,4.0,5,yes,,,,
cebu-pacific,675463,2019-08-06,1,Australia,Not Verified,"""They simply just do not care""","Caticlan to Manila. I have been flying with Cebu for my trip in the Philippines and every single time, the flight is either delayed or mad rushed with gate changes. They can’t keep their story straight with the delayed flights, “your plan left Manila 10 minutes ago it should arrive in 45 minutes” 45 minutes later, “your flight has still not left Manila, it will be leaving in approx 20 minutes”. All lies. Waste of time for an airline. They simply just do not care. Poor customer service, unreasonable delays, high costs for extremely economy flights with below average planes. This airline is so bad and I wouldn’t recommend it.",Business,Economy Class,Caticlan,Manila,,August 2019,1.0,1.0,1.0,1,no,,,,
cebu-pacific,672912,2019-07-23,1,United States,Not Verified,"""rude and unhelpful""","The personnel at Cebu Pacific Terminal 2 Departures were rude and unhelpful after overcharging me for a tax that applies to Philippine passport holders. They refused to issue a refund for the fee (around $50 USD) unless I traveled round trip 40 minutes to their terminal 1 ticketing office rather than opening the Terminal 2 ticketing booth. Luckily, I unexpectedly arrived at the airport over 2 hours early do to a lack of traffic, yet the service was still highly unprofessional. The staff seemed annoyed with me for asking for the fee to be refunded, and they were even more aggravated to help me reach the necessary desk.",Solo Leisure,Economy Class,Seoul,Cebu,,July 2019,3.0,3.0,1.0,2,no,1.0,,,
cebu-pacific,672482,2019-07-21,1,United States,Trip Verified,"""pay $200 for the change""","Although this airline is famous and known for delays and cancellations, I thought I will give them a try anyhow. My flight leaves at 0850 from Caticlan to Manila and my niece leaves at 1000. I was told that my flight was delayed for 1 hr so I asked the agent at the counter if I could join my niece in her flight at 1000 since my flight was delayed anyhow. She said I have to pay $200 for the change and to me that was unsatisfactory since we will be arriving in Manila almost same time already because of the delay.",Solo Leisure,Economy Class,Caticlan,Manila,,July 2019,1.0,1.0,1.0,1,no,,,,
cebu-pacific,666775,2019-06-25,4,New Zealand,Trip Verified,"""Cebu Pacific is so hit and miss""","Cebu Pacific is so hit and miss. And when it misses, you wait for three additional hours. Do not use this airline, pay the little bit extra for Air Asia or Philippines Airlines Limited (PAL). I've been waiting in the airport since 2pm, and it is now 7pm, and I still have not boarded. The management of this company is hopeless. Aircrew are friendly, but management, my goodness!",Solo Leisure,Economy Class,Davao,Clark,,June 2019,4.0,4.0,4.0,4,no,,,,
