Airline,Review ID,Date Published,Overall Rating,Passenger Country,Trip Verified,Review Title,Review,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Layover,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
lion-air,639735,2019-02-12,1,Canada,Trip Verified,"""shady and unprofessional""","Malang to Jakarta. Absolutely appalling.We booked tickets that said they came with checked baggage, yet when we looked the day before flying it said no bags. Pre-paid bags can only be paid earlier than 6 hours prior to the flight. Impossible to purchase online within 48 hours of the flight. Clearly we were not able to go to the airport the day before our flight to pay a slightly cheaper price for our bags. The worst part is they charge by kg, so our heavy bags cost us about 800k rupiah (~$80) at the airport. The staff understood nothing and looked almost smug taking our cash (oh yeah, they only accept cash). Completely shady and unprofessional.",,Couple Leisure,Economy Class,Malang,Jakarta,,February 2019,1.0,1.0,,,1.0,,1.0,no
lion-air,639096,2019-02-10,1,United Arab Emirates,Trip Verified,"""I don't have visa""","Jakarta to Kuala Lumpur. Worst airline, especially the employees at boarding pass. I came 4 hours early, check in online,  the immigration counter asked me to print boarding pass, I went to boarding pass counter  telling them I don't have visa, and asking me for Hotel booking, and asking bank information, and she told me that I can't leave the country, or travel. Most incompetent employees ever.",,Solo Leisure,Economy Class,Jakarta,Kuala Lumpur,,February 2019,,,,,1.0,,1.0,no
lion-air,636604,2019-01-29,1,Indonesia,Trip Verified,"""thumb down to this Airline""","Booked return tickets on 9/01/2019 from Denpasar-Banda Aceh 14/01 and return Banda Aceh- Denpasar 27/01. I called customer service on 9/01 to double check how to book the baggage on my way back 27/01 because there is no option to choose from Banda Aceh to Medan, but the customer service said I don't have to worry because I still have 20kg free baggage, because the new system is not officially confirmed yet. And on 27/01 in Banda Aceh airport when I do check in, I forced to pay 1.820.000; IDR on the spot which is half price of my travel fees, after 2 hours tried to get some help from customer service and they can't do anything just asked me to pay first the baggage and then the next day asked me to call customer service for comparing or claim. Called them the next day almost 1and half hour calls, they are just only able to say sorry and they don't accept their mistake and not able to return the baggage fee which actually I have to pay for their mistake, who didn't give me clear information and never update the information. It is really SAD, as we wanted to speak to the manager of lion Air but they say not available. I gave thumb down to this Airline as they gave me unpleasant experience.",,Solo Leisure,Economy Class,Banda Aceh,Denpasar,Jakarta,January 2019,1.0,1.0,,,1.0,,1.0,no
lion-air,631439,2019-01-06,5,Indonesia,Trip Verified,"""usual no-frills flight""","Flight left only 40 mins late - on time by Lion's standards. It was the usual no-frills flight with no food, drinks or enterntainment, except for one annoyance. Despite checking in early, I was given a seat in the very last row right by the toilet which was stinking of urine as many passengers didn't know how to flush it! On the first leg stewardess kindly offered that I could move elsewhere, but on the 2nd leg from Makassar they insisted the plane was full and I had to stay there, when in fact later I found entire rows of seats empty at the front.",,Solo Leisure,Economy Class,Jayapura,Jakarta,Makassar,January 2019,2.0,2.0,,,2.0,,2.0,no
lion-air,629222,2018-12-28,6,Indonesia,Trip Verified,"""typical no-frills Lion style""","Surabaya to Jayapura via Makassar. Flight left Surabaya one hour late - nothing unusual for Lion Air. Transfer in Makassar went smoothly and we arrived in Jayapura just that one hour late. Apart from the delay, it was a smooth flight, typical no-frills Lion style.",,Solo Leisure,Economy Class,Surabaya,Jayapura,Makassar,December 2018,3.0,3.0,,,4.0,,3.0,yes
lion-air,626803,2018-12-18,3,Indonesia,Trip Verified,"""notorious for late flights""","Denpasar to Jakarta. Lion air is notorious for late flights with no information. You will not find cheaper tickets and if you are OK with waiting at the airport indefinitely then this airline could be for you! Typically flights accrue delays as the day goes on due to ""operational reasons"" which typically are late accumulated arrivals over the day. The staff is obnoxious about the delays and have heard all complaints from passengers over the years to the point that another one is but a grain of sand on a beach. Lion air, always delayed, always disappointing on everything except the price. The number of times I promised myself to pay the premium to fly anything but lion somehow got beaten again by the stated schedule.",,Business,Economy Class,Denpasar,Jakarta,,December 2018,3.0,2.0,,,1.0,,2.0,no
lion-air,623854,2018-12-02,3,Indonesia,Trip Verified,"""left almost an hour late""","Bought a through ticket from Yahukimo via Jayapura to Jakarta with only 30 minutes time to change. The flight from Yahukimo left almost an hour late, and despite rushing, they closed the boarding gate for the Jakarta flight before I could get on. That was not surprising. However, Lion Air staff at Jayapura tried to blame missing the connection on me (despite their first flight being an hour late) and insist that I buy a new ticket to Jakarta! It took almost an hour of arguing to get them to rebook me for next morning's flight at no cost. Other than this issue, both flights were uneventful.",,Solo Leisure,Economy Class,Yahukimo,Jakarta,Jayapura,November 2018,3.0,2.0,,,1.0,,3.0,no
lion-air,621712,2018-11-21,1,Belarus,Trip Verified,"""Service is terrible""",Jakarta to Denpasar. Service is terrible. Flight was late for 2 hours. But we were informed about delay 15 minutes before the scheduled departure. Airport staff was just laughing when I tried to get any info about the flight. They didn't understand English. Very terrible company.,,Couple Leisure,Economy Class,Jakarta,Denpasar,,November 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
lion-air,612483,2018-10-10,6,Hungary,Trip Verified,"""the usual Lion Air flight""","Jakarta to Surabaya. Only 15 minutes delay. Otherwise the usual Lion Air flight. Pretty crew and free checked-in luggage, cramped seats that at least did recline, and no food or drinks.",,Solo Leisure,Economy Class,Jakarta,Surabaya,,October 2018,2.0,3.0,,,3.0,,4.0,yes
lion-air,608630,2018-09-23,1,Netherlands,Trip Verified,"""extremely rude and disrespectful""","Check-in desks were over capacity, had to wait hours in the queue only to have it closed on us. This was apparently due to the fact that the check-in employees weren't even Lion Air employees but Batik Air employees that were asked to help them out. It is shameful that such a big airline will organize so many flight to then not have the staff to handle it. The staff that they did have there were extremely rude and disrespectful. Not the first time I have a bad experience with this company.",,Family Leisure,Economy Class,Denpasar,Kupang,,September 2018,1.0,1.0,1.0,1.0,1.0,,1.0,no
lion-air,607942,2018-09-21,1,United Kingdom,Not Verified,"""unprofessional airline""","Honeymoon ruined and a huge expense incurred by this incompetent, unprofessional airline! We were flying from Sibolga to Medan where we had a connecting flight with another airline but a dog got on the runway at takeoff. So we had to wait over 5 hours until we could take off so we  missed our connecting flight. I asked the staff at lion air to help us but they were totally unsympathetic and refusing responsibility and we had to buy replacement flights with Garuda air instead. I understand that I have rights as a consumer in Indonesia and was at least supposed to get some money for the inconvenience of delay, but we got nothing but scowls and lies. They lied about the delay and as it got worse and worse.",,Couple Leisure,Economy Class,Sibolga,Medan,,August 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,607813,2018-09-20,9,United States,Trip Verified,"""very pleasantly surprised""","Bengkulu to Jakarta. This is a budget airline and obviously the air fare is very affordable. I have flown this airline six times to and from Bengkulu in the last year. This last trip, unfortunately, the flight was delayed for over 5 hours. Now, I do not speak Bahasa so I was fortunate that my friend is Indonesian and was able to keep me posted, English is barely spoken at the airport and none of the announcements were made in English. They did provide food to all passengers at the airport and also refunded IDR 300,000.00 to everyone for the delay. That was cash on hand. The flight once we left was fine. Its all economy class jet and one hour flight to Jakarta. I was very pleasantly surprised on the refund part of this experience.",Boeing 737,Couple Leisure,Economy Class,Bengkulu,Jakarta,,August 2018,4.0,4.0,,,4.0,,4.0,yes
lion-air,602226,2018-08-26,1,Indonesia,Trip Verified,"""never fly this airline again""","Bali to Jakarta. I will never fly this airline again. True to form Lion Air managed to be delayed both departing Jakarta for Bali, and returning. Not only were they delayed but there were last minute gate changes, in both directions, that had I not been keeping a close eye on we'd have missed the flight. For the return flight I received a text message, the day before departure, informing me that departure would no longer be 19.30, but 21.15. On arrival at the airport, after questioning Lion Air staff, I was told the flight was delayed by another two hours. When I mentioned compensation I was told we'd get a snack after a two-hour delay, a meal after a three-hour delay, and after four hours compensation of 300,000 IDR per person (+/- 20 USD). I thought he'd left a zero off the end. The flight finally took off at midnight. That means for a flight of 1.5 hours' duration, we were delayed 4.5 hours.",,Couple Leisure,Economy Class,Bali,Jakarta,,August 2018,2.0,2.0,1.0,,1.0,,1.0,no
lion-air,599604,2018-08-16,1,Hong Kong,Trip Verified,"""it's always delayed""","Jakarta to Yogyakarta. All the times I've flown with Lion Air it's always delayed up to the point where I have expected that it's going to be late this time around. I was scheduled to board the plane at 5.55pm but the plane got delayed for who knows how long. I haven't heard on whether the plane has arrived or not and it's 7.20 pm now. The most baffling thing is that it's written on the general boarding screen that it's on schedule when it's definitely not. If you have no choice but to fly with Lion Air cause it's the only airline available, never make plans to arrive on time or it'll be ruined like how mine has been ruined. Oh well, lessons learned.",,Solo Leisure,Economy Class,Jakarta,Yogyakarta,,August 2018,3.0,2.0,,,1.0,,1.0,no
lion-air,598988,2018-08-14,1,United States,Trip Verified,"""Worst airline I have flown""","Originally my flight from Bali to Jakarta was at 11:50am. Got an email saying they have changed the time to 1:10pm. My connecting flight to Singapore is at 4:15pm, cool still have time. Arrived at the airport around 10am. Flight has been delayed to 2:20pm. Still have time to catch my connecting flight. Didn’t board until 2:50. It’s currently 3:35pm and still waiting to board everyone now. I don’t think I’ll make it to my connecting flight. Worst airline I have flown with.",,Solo Leisure,Economy Class,Bali,Jakarta,,August 2018,2.0,3.0,,,1.0,,1.0,no
lion-air,597727,2018-08-09,3,Indonesia,Trip Verified,"""30% of flights late""","Jakarta to Tarakan. Late Is Our Name is what Indonesians I've met call Lion Air. They claim a 70% on time performance score. I fly on them at least once or twice a month because I usually have no other option (like it or not, they have flights to more places than anyone else). How is it that easily 75% of the time I am in the 30% of flights that are late? They invariably claim operational reasons are behind the delays. What this often means is that they give the plane that was scheduled for your flight to another flight that was delayed. That way they can get away with giving passengers some bottled water and a bun for your 2-hour delay instead of forking over Rp.400000 to each passenger who would have been delayed for 4 hours on the other flight (as required by Indonesia's Passengers Bill of Rights law). Before serious penalties are incurred, they will then give someone else's airplane to your flight so that they won't have to pay you any money either. And these switches continue at that airport for hours until they get caught up or the day is finally over.",Boeing 737-900ER,Business,Economy Class,Jakarta,Tarakan,,August 2018,1.0,4.0,1.0,,3.0,,3.0,no
lion-air,596939,2018-08-05,3,Netherlands,Trip Verified,"""yet another delayed flight""","Waiting for yet another delayed flight. During our holiday we flew several times with Lion Air and almost every flight was delayed, rescheduled or altered. No problem, price is right you’d think but the annoying part is that they don’t communicate. You are kept guessing and waiting. No fun if you have a connecting flight ahead of you. Indonesian nickname is lying air. Locals usually are very laidback but if you care to see furious Indonesians, Lion Air can provide. Yep, once but never again.",,Couple Leisure,Economy Class,Banda Aceh,Batam,Medan,August 2018,1.0,2.0,,,1.0,,2.0,no
lion-air,596589,2018-08-04,1,South Korea,Trip Verified,""" would not recommend""","Lombok to Jakarta. Missed connection flight in Jakarta because plane delay in Lombok. Staff offered no help to try and catch connection. Doesn't want to compensate fees for missed flight. Says I must go back to Lombok to receive compensation. The only reason why we booked with Lion Air was because we had an emergency situation on our hands. Our original itinerary was to fly Denpasar to Incheon via Kuala Lumpur with Malaysia Airlines. When trying to get to back to Bali from the Gili Isles, our boat was cancelled due to rough seas so we were dropped off on Lombok. With no viable way to catch our flights out of either Denpasar or Kuala Lumpur, decided to book with Lion Air to Jakarta to try and catch a flight to Seoul. After booking, we repeatedly asked the staff if there would be a possibility that this flight would be delayed and their response was no. So we booked a separate connecting flight from Jakarta to Seoul. When it was time to board in Lombok, an announcement says that our flight is delayed 1.5 hours. We ask staff Lion Air staff if there is anything they can do to help us when we land in Jakarta to make sure we get to our connection and they just give us this certificate of delay paper. Fastforward to landing in Jakarta with 20 minutes until our connection leaves, no one seems to want to help us catch it. So we miss our connection and get stuck in Jakarta for 24 hours. Next morning we come back to Lion Air customer service to argue for some sort of compensation and manager tells me that if I want receive compensation for anything I would have to go back to the Lombok lion air desk to get it - same company so I don't see why they can't just handle my case in Jakarta. I would not recommend.",,Couple Leisure,Economy Class,Lombok,Jakarta,,August 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,593214,2018-07-22,1,United Kingdom,Trip Verified,"""worst airline I have ever flown""",Singapore to Densepar via Jakarta. Do not use this airline if you are a traveller and travelling to Bali from any destination. The airport staff made my partner and I book an outbound flight from Bali or would refuse us entry onto the plane. We told them that we were going to extend our visas by 30 days when we entered but they didn't listen or care. The check in was due to close and they sniggered at us across the room as we frantically tried to search for some cheap flights which we would never use. They cost us an extra 140 pounds. We have been trying to contact lion air customer care for days without a reply. Honestly the worst airline I have ever flown with. Avoid at all costs and pay the extra money for a better airline.,,Couple Leisure,Economy Class,Singapore,Densepar,Jakarta,July 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,591412,2018-07-15,1,Germany,Trip Verified,"""Operations seems to be in disarray""","Rescheduled flight (Medan to Jakarta) 1 hour later, then another 2.5 hour delay. Lion Air is known to have constant flight delays, cancelations and forced reschedules. Operations seems to be in disarray.",,Business,Economy Class,Medan,Jakarta,,July 2018,2.0,3.0,,,2.0,,2.0,no
lion-air,585376,2018-06-21,1,Indonesia,Trip Verified,"""no more Lion Air""
","Bali to Surabaya. First delay from 8PM to 10PM via SMS. Then, another delay from 10PM to 12AM. Ground crews only counted as 2 hours delayed since they claimed initial information has been given by SMS. When claiming for compensation, the crews were not professional at all; not telling any apology, joking at each others while serving customers and asked me to come back and forth to the counter since I had to bring 6 boxes of meal alone. It was the second chance I gave to this airline. No more Lion Air.",,Family Leisure,Economy Class,Bali,Surabaya,,June 2018,2.0,2.0,,,1.0,,1.0,no
lion-air,582134,2018-06-07,1,Canada,Trip Verified,"""paying to have your luggage lost""","For an airline that does the same routine flights several times every single day, you would think that they could get it right. Not asking for much but it would be nice to see my checked luggage that saw a total of 1.25 hours in total airtime between two flights and a three hour layover before the second flight to get my back pack from one airplane to the other one parked beside it, you would assume that it's not something you need to be able to split atoms for to get right. Furthermore, the logic of having to pay extra for overweight luggage and have it lost is astonishing. Nothing like paying to have your luggage lost by a company that does the same routine flights seven days a week dealing with everyone's luggage as well. It would be nice to see the employees actually care about these types of situations maybe by starting to make phone calls and send emails and giving you updates rather than play video games on their phones.",,Solo Leisure,Economy Class,Labuan Bajo,Lombok,Denpasar,June 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,570320,2018-05-14,1,Australia,Trip Verified,"""very disappointing""","Denpasar to Manado via Surabaya. We waited over 2 hours in Bali and was told first it was a technical issue and would be 15 minutes then 30 mins and so on till over 2 hours later we left for Surabaya. Lion staff would have known for sure that we would miss Our connecting flight from Surabaya to Manado but still sent us. We landed and after 1 hour was told yes, we had missed the flight and would now spend the night at the Ibis Budget hotel in a tiny cigarette smelling room. We lost our hotel accommodation in Manado. Also connecting flight next day to Tenate and hotel room for the next night. All because Lion air failed. Very dissappointing.",,Couple Leisure,Economy Class,Denpasar,Manado,Surabaya,May 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,568628,2018-05-08,1,United States,Trip Verified,"""Absolutely horrible airline""","Absolutely horrible airline, and not that much cheaper than other budget flights. Lion Air first delayed my 12pm flight from Lombok to Jakarta by two hours, then delayed it again to 3.40pm, but we didn’t even manage to board until 4.45pm. I should have read the other reviews before booking this; they are awful and far and away the worst budget airline I’ve flown in Asia. AirAsia, Vietjet, etc are far superior.",,Solo Leisure,Economy Class,Lombok,Jakarta,,May 2018,1.0,2.0,,1.0,1.0,1.0,1.0,no
lion-air,568236,2018-05-06,3,Canada,Trip Verified,"""experience was not pleasant""","Denpasar to Jakarta. I  picked Lion Air because it was the cheapest of all budget airlines (compared to Air Asia, Citilink, etc). The flight was delayed by 1.5 hour and another 30 minutes delay on flight. Apparently this is a regular thing to happen according to my other flight. The onboard experience was not pleasant. The seatbelt that I have was broken so it couldn’t lock, which is very dangerous. The washroom is not well taken care of. The toilet seat was broken and the soap container was extremely dirty. The flight attendant are ok. The seats are ok. There weren’t any in flight entertainment, only the security procedure pamphlet (if you can find it entertaining, thats good) For the price difference of 20 dollar, it was not worth the flight. So I would rather choose other better budget airlines.",,Family Leisure,Economy Class,Denpasar,Jakarta,,May 2018,2.0,2.0,,,1.0,,2.0,no
lion-air,568175,2018-05-06,2,Indonesia,Trip Verified,"""delayed so many times""","Bali to Jakarta. First, they rescheduled my flight from 15:50 become 16:00. Now, they said it will delay become 16:50. They have no shame about delay everytime. It’s so bad. They delayed so many times. It hard to trust this airplane. Nice I only will used this airplane three times. No more.",,Solo Leisure,Economy Class,Bali,Jakarta,,May 2018,2.0,2.0,1.0,1.0,1.0,,2.0,no
lion-air,568056,2018-05-05,8,Indonesia,Trip Verified,Lion Air customer review,"Flying from Jakarta to Pontianak with Lion Air 737- Max8, and the connected flight to Kuching by Wings Air. Ticket was booked easily, however I could not do mobile check in for Pontianak - Kuching sector. So I have to do check in at counter in the Airport. Both Flights were departed and arrived on time. Pontianak To Kuching was served by ATR 72-600, and i sat at 17A which was really spacious. It was a nice flight.",Boeing 737-Max 8 / ATR 72-600,Solo Leisure,Economy Class,Jakarta,Kuching,Pontianak,April 2018,5.0,3.0,,,5.0,,5.0,yes
lion-air,565623,2018-04-23,8,United States,Trip Verified,"""experience and product was fine""","Jakarta to Bengkulu. Based on price for the one hour 10 minute trip. The airplane was all one class, reminded me of Southwest in the US, however, the inside of the airplane was an advertising board for their package delivery service, it kind of was all over. In any case, the checking in, boarding was fine. The seats a little narrow, but then I am not the size of what I saw to be the average Indonesian. It was narrow but not uncomfortable and for the short trip it was not a big to do. Service was fine, we left on time arrived on time and I received my luggage without problems. The announcements were done in English and Bahasa Indonesian and well, the English was a bit difficult to understand when it was not pre recorded. All in all the experience and product was fine.",Boeing 737-800NG,Couple Leisure,Economy Class,Jakarta,Bengkulu,,November 2017,3.0,5.0,,,4.0,,5.0,yes
lion-air,560591,2018-04-02,1,Australia,Trip Verified,"""each flight suffered delays""",Makassar to Denpasar. Unreliable. Massively delayed flight caused us to miss our connecting flights. Each prior flight on our trip with Lion also suffered delays of some sort. Lack of clear information provided at the departure gates. Information provided verbally conflicted with electronic boards at the departure gates. Not recommended.,,Couple Leisure,Economy Class,Makassar,Denpasar,,April 2018,3.0,3.0,,,1.0,,1.0,no
lion-air,560486,2018-04-02,1,Indonesia,Trip Verified,"""worst airline I have flown with""","Jakarta to Denpasar. This would have to be the worst airline that I have ever flown with. Our first check in online at Jakarta, had the flight on time, but alas we arrived to the airport the flight was delayed 3 hours, due to what they said was technical fault. No service from the air hostesses on the flight, I was glad to get off. Then on our return trip from Denpasar back to Jakarta, another 4 hour delay and  more technical difficulties.",,Couple Leisure,Economy Class,Jakarta,Denpasar,,March 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,558705,2018-03-30,5,India,Trip Verified,"""flight was not very comfortable""","The flight from Jakarta to Berau was a mixed bag. The leg from Jakarta to Balikpapan was flown on a B737-900 on Lion Air, which was pretty much on time though the flight was not very comfortable with very limited leg space. However the flight from Balikpapan to Berau was delayed by almost 4 hours which was really irritating since the flight kept getting pushed by an hour at a time. They did give each passenger a compensation of 300,000 for the delay but which did not cover the fact that I had to shell out extra for a hotel room in Tanjung Batu since the connecting boat to Derawan was missed. The flight as such was ok but the next time would prefer to fly Sriwijaya or Garuda despite paying a slight premium.",Boeing 737-900ER / ATR 72-500,Solo Leisure,Economy Class,Jakarta,Berau,Balikpapan,March 2018,1.0,2.0,,,2.0,,2.0,no
lion-air,558707,2018-03-30,5,India,Trip Verified,"""seats were not very well spaced out""","The flight from Berau to Jakarta was in two parts. We flew from Berau to Balikpapan on a ATR 72-500 of Wings Air which was quite comfortable since I got a first row seat and was thankfully on time since there is nothing to do at Berau airport. The check in process was smooth and hassle free. The Balikpapan to Jakarta leg was delayed almost 2 hours, thankfully I had planned a long gap before international connection to Mumbai (to Singapore). The Lion Air leg of the flight was relatively less comfortable and the seats were not very well spaced out, so I would say it was ok but would definitely would not plan a flight with Lion Air if time is critical.",ATR 72-500 / Boeing 737-800,Solo Leisure,Economy Class,Berau,Jakarta,Balikpapan,March 2018,1.0,2.0,,,2.0,,2.0,no
lion-air,558004,2018-03-27,9,Indonesia,Trip Verified,"""it is good journey""","Pontianak to Jakarta on board Boeing 737-800 NG. The check in process is smooth and the ground staff was kind and helpful. The cabin crew was nice and polite. This point makes me amazed that The flight was really on time for departure and arrival to Jakarta. Overall, it is good journey with Lion Air and I recommended.",Boeing 737-800 NG,Family Leisure,Economy Class,Pontianak,Jakarta,,March 2018,4.0,5.0,1.0,1.0,5.0,1.0,5.0,yes
lion-air,557542,2018-03-25,7,Singapore,Trip Verified,"""good journey with Lion Air""","Singapore to Jakarta on board Boeing 737-900ER. The check in process is smooth and the staff is kind. The cabin crew was nice. However, The flight was delayed for around more than 45 minutes due to late arrival of aircraft from Jakarta. Overall, it is good journey with Lion Air despite the delay.",Boeing 737-900ER,Solo Leisure,Economy Class,Singapore,Jakarta,,January 2018,3.0,4.0,,3.0,4.0,,4.0,yes
lion-air,554587,2018-03-11,1,Canada,Trip Verified,"""sorry excuse for an airline""","Lombok to Denpasar Bali. I wished I'd read the reviews of this sorry excuse for an airline before I bought tickets. The reviews here are bang on. For what is about a 25 minute flight from LOP to DPS, they managed to delay a March 9 mid-morning flight by 4 hours for ""operational"" reasons and for a ""runway inspection"" by local authorities. Have never heard that one before. The operational issues seem to start at the top of the organization given that these delays are more the norm than the exception. (Our flight from DPS to LOP was also delayed by an hour.) The cabin crew seem genuinely disinterested and issue only the standard sorry apology but no mention of any kind of compensation or even any food or beverage during the delay. We will never fly them again and will let everybody within earshot know why. This company can't possibly go out of business fast enough. As an aside, we found it amusing that they advertise their 'door to door' parcel service on the seat backs. Who in their right mind would engage this company to deliver packages when they treat people with such disdain?",Boeing 737,Couple Leisure,Economy Class,Lombok,Denpasar Bali,,March 2018,3.0,1.0,,,3.0,,1.0,no
lion-air,553150,2018-03-04,1,Indonesia,Trip Verified,"""Cheap but not have good quality""","Jakarta to Kuala Lumpur. I know from the start that this airline is the worst airline among all airline in Indonesia. Well known for their bad reputation and deserves it.  Cheap but not have good quality (seems like they always have issues).  Just let you know if u were on budget trip please use other airline, there are plenty whose cheap but not as bad as this airline.",,Solo Leisure,Economy Class,Jakarta,Kuala Lumpur,,March 2018,1.0,1.0,,,1.0,,1.0,no
lion-air,552150,2018-02-27,1,Indonesia,Trip Verified,"""Late as always""","Batam to Bali. Late as always - When are they going to manage this problem? We arrived at the gate before boarding time was due. We asked 30 minutes before the flight was scheduled to take off if there was a delay. Ground crew told us that the flight was ON TIME. However in fact it was delayed by almost 2 hours. We were not advised of any delay until passengers started to ask the ground crew as to what the problem was. We were not offered any refreshments as outlined by the Ministry of Transport. When we asked about refreshments from the ground crew they said - we are preparing the food. However it never arrived. When we asked the crew on the flight - they said the food is not their responsibility. That this always happens that there is a delay but food is never provided because the ground crew are a different group to them. We said the responsibility was Lionair. They tried to explain that Lionair flights are often delayed and therefore it would be very expensive for the airline to provide compensation to all flights, because so many flights are delayed! They then said that they were only the airplane crew and they didn't know if they were late because they never come off the plane! Total lies. Then when they did agree that they we were in fact delayed, they started disagreeing as to how long the delay was. Making up stories about how a delay is calculated. Finally they came to us and said the delay was exactly 1 hour and 52 minutes and that it wasn't delayed by 2 hours. But still nothing about the fact that we should have received compensation in the form of snacks, food etc. as laid down by the Ministry of Transport.",,Couple Leisure,Economy Class,Batam,Bali,,February 2018,3.0,1.0,1.0,,1.0,,1.0,no
lion-air,551011,2018-02-22,2,Indonesia,Trip Verified,"""needs to learn to respect people's time""","Flew Jakarta to Bali. The delay remains the same. I got a 60 to 90 minute delay today. It is like delays are part of the behaviour and culture in this airline. In this era, where people are very busy and don't have one day only to fly from one place to another, Lion Air needs to learn to respect people's time. So, if you do not have the whole day spare time just to fly, Lion Air is the last choice you should make. I think they have to improve to be on time unless they will lose customers.",,Solo Leisure,Economy Class,Jakarta,Bali,,February 2018,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no
lion-air,548059,2018-02-07,8,Indonesia,Trip Verified,"""with 20 kg free baggage""","Banjarmasin to Jakarta. I am happy because they use Boeing 737 MAX which more spacious legroom, comfort seat and less noise. Service is okay for no frill airlines. They give snack and drink because one hour delay. Good service from ground service with 20 kg free baggage and good service from flight attendant.",Boeing 737 MAX,Couple Leisure,Economy Class,Banjarmasin,Jakarta,,December 2017,4.0,4.0,,,5.0,,5.0,yes
lion-air,546551,2018-01-31,2,Indonesia,Trip Verified,"""got delayed for an hour""",Jogjakarta to Banjarmasin. I arrived at the airport in around 9 o'clock in the morning and my flight should depart at 11.30  but it got delayed for an hour so we departed at around 12.30. Seat pocket was very dirty. Ac was turned off and it was very hot. Bad this time. At least the flight attendant smiled at me once.,Boeing 737-800er,Family Leisure,Economy Class,Jogjakarta,Banjarmasin,,December 2017,2.0,2.0,,,2.0,,3.0,no
lion-air,540494,2018-01-04,2,Indonesia,Trip Verified,"""Worst flying experience""","Lombok to Jakarta. Worst flying experience I have experienced. First, there is no transparency about the departing time, 2 hours of delay (which turned out into 3 hour delay) because of operational reasons, the desk operator doesn’t gave us the clear and complete information about the delay, and they were rude to the customers. A dirty cabin. We have to wait for a long time for a shuttle airport bus after a late-night flight (about 30 minutes) and then wait 45 minutes to get our baggage. This is definitely my last time flying using this airline.",,Family Leisure,Economy Class,Lombok,Jakarta,,January 2018,2.0,3.0,,,1.0,,1.0,no
lion-air,540049,2018-01-03,7,Netherlands,Trip Verified,"""avoid this seat on longer flights""","Denpasar to Yogyakarta. Overall quite satisfied but seat comfort is the main issue. I can't deny that I went for the cheapest tickets. Online booking was easy. Online check-in opens 24 hours before the flight and I was able to already select seats for free which was nice. Check-in and baggage drop-off at Denpasar Bali airport was quick. We booked 15kg of baggage, one bag was slightly overweight and I didn't bother too much beforehand. The employee weighed the two bags together and it said 29.2kg so no problem at all. I printed online boarding passes but we got new ones at baggage drop-off. Flight boarded nicely on time, about 10 o'clock before the 10.25 departure time. Pushback was at about 10.30 and takeoff just shortly thereafter. According to schedule, flight-time would be only 55 minutes and landing would be at 10.20 (Java time is one hour before Bali), but we landed at about 10.40. Taxi took only a minute and 10.50 we were waiting inside on our luggage. That took about 15 minutes to appear on the belt, maybe a little long. The flight itself was boring. There is no service available. Flight attendants seemed professional though. The seat was the main letdown. A little filthy and legroom insufficient. Should have been the same 29 inch pitch as on AirAsia but felt tighter. Couldn't keep my legs straight with my 1.92m and had to bend them. Because of the short flight it was doable but I would try to avoid this seat on longer flights. I would fly Lion Air again on short flights. Our flight operated nicely on time but I hear that can also be an issue.",Boeing 737-900ER,Solo Leisure,Economy Class,Denpasar,Yogyakarta,,December 2017,2.0,3.0,,,4.0,,4.0,yes
lion-air,536341,2017-12-18,1,Indonesia,Trip Verified,"""pay extra money to fly Garuda""",Lombok to Jakarta. The worst airline I have ever have had the misfortune of using. Since moving to Indonesia at the beginning of the year I have used Lion Air 5 times. Each time I have been delayed at least 1 hour. It’s a complete normal thing for them. Avoid at all costs and pay the extra money to fly Garuda.,,Solo Leisure,Economy Class,Lombok,Jakarta,,December 2017,1.0,1.0,1.0,,1.0,,1.0,no
lion-air,535835,2017-12-15,1,Indonesia,Trip Verified,"""delay remains the same""","Flew Jakarta to Padang. This is the second flight I have flown in the last three weeks. The delay remains the same. I got a 60 to 90 minute delay today, the same as the last one. It is like delays are part of the behaviour and culture in this airline. In this era, where people are very busy and don't have one day only to fly from one place to another, Lion Air needs to learn to respect people's time. So, if you do not have the whole day spare time just to fly, Lion Air is the last choice you should make. The delay in my flight, I admit is my mistake, since I am the one who chose this airline at the beginning.",,Solo Leisure,Economy Class,Jakarta,Padang,,December 2017,3.0,3.0,,,2.0,,1.0,no
