Cleaned_Review,is_negative_sentiment
"Booked return tickets on 9/01/2019 from Denpasar-Banda Aceh 14/01 and return Banda Aceh- Denpasar 27/01. I called customer service on 9/01 to double check how to book the baggage on my way back 27/01 because there is no option to choose from Banda Aceh to Medan, but the customer service said I don't have to worry because I still have 20kg free baggage, because the new system is not officially confirmed yet. And on 27/01 in Banda Aceh airport when I do check in, I forced to pay 1.820.000; IDR on the spot which is half price of my travel fees, after 2 hours tried to get some help from customer service and they can't do anything just asked me to pay first the baggage and then the next day asked me to call customer service for comparing or claim. Called them the next day almost 1and half hour calls, they are just only able to say sorry and they don't accept their mistake and not able to return the baggage fee which actually I have to pay for their mistake, who didn't give me clear information and never update the information. It is really SAD, as we wanted to speak to the manager of lion Air but they say not available. I gave thumb down to this Airline as they gave me unpleasant experience.",1
"Miserable to non existent customer service, every single flight is delayed and no prior notice or updates are given. For the latest flight we were ushered into the gate area with no restrooms, no seating and no update given about the delay, there wasnt even a person at the counter until well after the departure time. Easily the worst of budget airlines, please take your money elsewhere.",1
"I havent even flown with this company yet and there is already a problem. I booked a flight via AirAsia web site and the payment was rejected. I booked the same flight via another agent. 2 hours later, I found out that the initial payment had already been taken out of my account. Nil customer service.",1
Gold Coast to Colombo Sri-Lanka Via Kuala Lumpur. Flight was good and food tasted alright. We had no problems with baggage and staff were not all that bad. I didn't like the fact that you had to pay extra for in- flight entertainment and had no screen on the back of the seat in front of you but that is common with most budget airlines. I would certainly recommend Air Asia just remember you get what you pay for.,0
"Bangkok to Phnom Penh. We arrived early in Don Muaeng airport, Bangkok, for an evening flight to Phnom Penh. We had checked in online, at baggage drop no lines. Through immigration and security also went fast, we talk about less than 5 minutes, very good ! Suvarnabhumi airport should go here and learn. They started boarding 30 minutes before schedule. We had bus out to the gate, and 10 minutes before schedule, we arrived at the plane. The plane was not full this evening, so it started to move, only 3 minutes late. Its pretty narrow onboard, but I did not have my knees crushed in the seat in front of me. We landed ahead of schedule. We are satisfied with Air Asia, everything went smoothly.",0
Cairns to Osaka. I had booked a low cost flight to Osaka but was informed of a covering list I was due to operate on during the booking. I immediately attempted to cancel the booking and was told I would not be able to rebook the flight. On pressing ok I was informed that the full sum of my booking would be forfeited. Now this was 2 hours after the booking was made. No amount of calling or using the useless electronic chat allowed me to engage a responsible manager. I suggest that anyone thinking of flying Jetstar not bother buying tickets with them and use a different airline.,1
Flew from Hong Kong to Manila. Incoming flight was delayed due to congestion at Hong Kong Aiport. Cebu Pacific ground staff did not properly screen the carry on luggages and as always people take much more than the 5 kg allowed. The extra luggages had to be loaded to further delayed and of course fall to the queue - 2 hours and counting for a scheduled 9 pm flight.,1
"Kuala Lumpur to Johor Bahru booked to travel next week. They have the worst customer support, they ignore client when they answer you, they ask you to follow up with them after 5 days. I got problem in my account which was disabled, I contacted their support who answered me after long time them asked me to come back to them after 5 days, although they have all my contact details.",1
SYD-KUL then KUL-SYD. Paid for full premium seats plus meals. Before leaving Sydney I called Air Asia to purchase my inflight entertainment and was advised that due to my seat being a premium seat it came as a package. As expected was not the case when I got on the plane! Disappointing 8 hrs! For the flight back I was advised that there were no entertainment units left to pre-purchase and every plane was only allocated 10! I can see value in economy but not in premium/business class.,1
Flew from KUL-BKI on 27 May 2012. Service is awful. No direction whatsoever from the ground staff. Queue system was a disaster as there's no indication of which line to go to. The monitor didn't help at all and I have a couple going to KCH queuing in front of me and a group going to Kuantan behind me. What a mess. The staff at the check-in was busy talking among themselves while my flight is 40 minutes from departure. Went into waiting hall and straight directed to plane. End up waiting 40 minutes on tarmac because 2 gates opened simultaneously and the 2 planes are located on the same aisle. My flight end up with 2 passengers to Johor and it took them 40 minutes to find that out.,1
"Singapore to Berlin with Scoot. Bad start with one hour delay to departure after boarding. Last row, non-reclining seat allocated despite very early check in. Cabin crew courteous and ever-present.",0
DGT-MNL Seat 1A on 5J626. Flight cost 21 including seat reservation and 20Kg hold luggage. No meal service as it is a low cost airline. On time departure and early arrival for this 1h10 min domestic flight. Cabin crew friendly and full of smiles. A320 new and felt safe onboard.,0
Being a frequent flyer and spending extra in purchasing for priority boarding I see Scoot is not ensuring what is being promised to be delivered. Once the boarding is announced they just let everyone board without checking priority. Give zone 1 for boarding first but no different.,1
"Penang to Bangkok via Medan with Air Asia Indonesia. This was my second worst flight experience ever. It is absurd that they do not offer Fly Thru service for International flight connections. It is absurd how small the pitch is between seats. It is absurd they will fill up an A320, with no one in the exit rows because that costs extra, and kick a passenger who relocated there during the flight, how many advertisements are in the plane and that after collecting our baggage and passing through customs, simply to catch a connecting flight, the Checkin Agent insisted I pay cash for an outrageous overweight bag fee because he didn't feel like entering my credit card information into the computer. This is 2017, I can pay anyone for lunch with Venmo, but paying a major airline for a fee is difficult? Are you kidding me? It is absurd they woke me up to hand me a meal which I did not order, only to realize that the meal was for someone else, so they took the meal away.  Wifi on plane? Advertised but doesn't work. Seat entertainment? Not on any planes. T",1
"Although this airline is famous and known for delays and cancellations, I thought I will give them a try anyhow. My flight leaves at 0850 from Caticlan to Manila and my niece leaves at 1000. I was told that my flight was delayed for 1 hr so I asked the agent at the counter if I could join my niece in her flight at 1000 since my flight was delayed anyhow. She said I have to pay $200 for the change and to me that was unsatisfactory since we will be arriving in Manila almost same time already because of the delay.",1
"Another flawless flight with IndiGo. Returned to Thailand ten days ago and flew from Pune to Bangkok with a plane change at Kolkata. (Layover time about 2 hours.) Smooth check-in (Pune and Cal), smooth boarding at both places, and very smooth and comfy flight with the always-friendly, efficient and helpful cabin crew. On time departure and arrival a few minutes early. I like the use of a ramp in Pune while getting on/off IndiGo planes. So much easier than steps/stairs. Clicked N/A on food and bev, these are available but I have never tried them.",0
Flew SIN-KUL return recently. Booking and check-in process was hassle-free and smooth. However I felt that it could be rather expensive since credit card's convenience fee are charged. Leather seats are comfortable.,0
"Worst. Cebu Pacific send me a message that my flight time is changed from 1805 to 21:50 April 18 2023. No option but to accept. This happens not once but several times this year. Unfair to the passenger. When a passenger change the flight, a back charge almost same ticket price will be applied. When the Cebu Pacific chance the flight the passenger will bear the consequences. I highly recommend not to fly with Cebu Pacific. Choose another airline.",1
I would not recommend using it. Low cost is only a joke. Add ons make them more expensive than the quality airlines like Qatar Airways. Unless you only travel with a handbag it is not worth it to use Air Asia.,1
"Jakarta to Yogyakarta. All the times I've flown with Lion Air it's always delayed up to the point where I have expected that it's going to be late this time around. I was scheduled to board the plane at 5.55pm but the plane got delayed for who knows how long. I haven't heard on whether the plane has arrived or not and it's 7.20 pm now. The most baffling thing is that it's written on the general boarding screen that it's on schedule when it's definitely not. If you have no choice but to fly with Lion Air cause it's the only airline available, never make plans to arrive on time or it'll be ruined like how mine has been ruined. Oh well, lessons learned.",1
"I have just booked a flight from Delhi to Jaipur for next month and had a horrible experience. The website was not working for me, payment was not processed even if you enter your card details, customer service is very poor and no one helps you with solving the actual issue.  I entered my card details about 7 times and it came back with an error, not even knowing if the payment went through. The rest of the time I have tried it didn't even get to the payment stage or it simply didn't even show the flights at all. In these 24 hours, the price of the tickets increased by 25%. I tried to online chat with an agent, however, they had no solution for me and kept telling me to try again. After a while of back and forth, the agent offered to hold the tickets for me and I can log in after and pay for them. After all this, trying another few times the payment  went through and I checked in but they have unchecked me. Apparently I need to present the card used for payment at the airport.",1
"Johor Bahru to Ho Chi Minh. Early morning flight from a small regional airport & with no other departing flights at that time, there was no delay & the plane took off on time. An uneventful flight in general with only a slight delay on landing due to the aircraft being put into a hold because of congestion on the ground.",0
Booked on JQ60 SIN to Darwin 26 Jun for timings that didn't involve a red eye flight. However flight departure delayed from 7.35pm to 10pm and became a red eye flight. My previous trip on JQ64 was delayed almost 2 hours and the one before on JQ60 was cancelled and all passengers bumped to the red eye flight. The flights to Singapore from Darwin have a very bad on time performance and this can be confirmed through the flight status tab on both the Jetstar and Qantas sites. I do not recommend this airline.,1
Perth to Sydney on A321. Bargain fare flight on time and crew very pleasant and professional. Only problem was lack of catering. I sat near the front but they had already sold out of most options as passengers on previous flight had bought it. Apparently they do not restock at Perth and the company prefers to sell out (and disappoint customers) rather than carry adequate stocks of food that could be left unsold. Eat before you board!,0
"Hong Kong to Jaipur via Bangalore. Today in Hong Kong I arrived at checked in online and joined the checkin queue well before the stated checkin closing time of 7.30am, there was a long que. I finally made it to the counter at 8.11am and noticed the only 2 checkin agents were now panicking as the flight due to depart at 8.40 needed to close. Passport and visa were presented, boarding pass printed however the agent then required details of my departure from India, fare enough. I took around 1 minute to pull up those details on my MacBook - a reasonable time frame however the agent in charge elected to close the flight, instructed our boarding passes be ripped up and even though I showed the departure details was met with a sorry flight closed approach and checkin agents walking away. Is that good customer service? Or am I right in saying IndiGo need more checkin agents to process passengers on time?",1
Arrived to the airport for check in with Lion Air we needed some assistance with the visa process for Vietnam and we were basically told there was nothing that we could do but miss our flight and try to switch our flight to another time. We decided to do some research ourselves when we realized there was a way to catch our original timed flight. The crew members were extremely rude and didn't want to help us resolve our problem. Once we figured things out for ourselves and then ran to board the plane we found out the flight was delayed 2.5 hours. The lack of customer service and disorganization has made us lose any hope we had in flying with Lion Air.,1
Booked a ticket from Bali to Jakarta departing at 7am. But there is not flight until 10am same day. They sold me a fake ticket. Missed my meeting and lost my money.,1
Traveled from SIN on 30th Aug and I must say I was impressed with Scoot! I took the blue seat (aisle) and found it very comfortable (don't forget your shoulder cushion). Then again I'm only 174cm in height so I wouldn't know about the rest. The only (small) problem was the crew kept bumping into me in the middle of the night when walking down the aisle during service but I wasn't too disturbed. Immigration in OOL is really strict! A staff member insisted on weighing all our bags and charging us for all the excess baggage so beware. Food (biryani) was good albeit small in portion and they have 2 water dispensers in the middle of the plane. Don't worry too much and just enjoy your flight! I would definitely fly with them again and recommend them.,0
We flew from Melbourne to Denpasar and needed to check one bag. I went to ask how much it would cost at the counter and they said to do it online asap. To book it online the cost is $54 if you didn't see the fine print on the website which only said the cost would be greater at the counter you would have to pay $165. For one bag! On top of that absolutely everything else cost money as well. I had to ask for water. I would rather pay the extra $100 and fly in comfort with a regular airline.,1
"If I could give 0 stars, I would. It is a terrible airline; the only thing on their mind is how to charge you more before you fly. They charged us AUD150 for a small carryon pram without providing any invoice after ward and saying they would unload all luggage if we complained further. While you can't expect 5-star customer service from a budget airline, this is way too much to endure. The ground staffs are very rude at Adelaide Airport, giving you the worst experience before a holiday. Never ever again.",1
"The site for checking was down so we couldnt do it online. They closed the check in counter one hour before the flight and left 2 groups of people out. We all lost our flights, the staff was horrible, will never use this airline again.",1
"Worst of the worst. Flights of Air Asia are always retimed and delayed. This airline company don't care about customer's feedback and discomfort. Very disappointing, I don't recommend this to anyone.",1
"Kuala Lumpur to Surabaya with AirAsia. Above my expectations! Seats, really comfortable, more so than the KLM flight I was on. Food really tasty, served hot, for a cheap price. Cabin crew, really hospitable, friendly and professional. Ground staff, really on time, and on some instances, more earlier than scheduled. Really recommended.",0
"Athens to Melbourne via Singapore. Worst experience I have had flying. I had an 11 hour flight and I wasnt feeling very well, I did not have any cash on me but I did have a visa debit. When the flight attendants where serving refreshments I needed a water but they would not accept my card, I told them I wasnt feeling well and asked for some water and they would not give me any so I had to keep going toilet so I could drink from the tap in there. On top of that my seat would not go back so I had to sit upright the entire flight. I think if the flight is over a certain time for example 3 hours, it should be mandatory to give customers a water/drink at the very least. Very poor service and I will never, ever even consider flying with them again.",1
"Adelaide to Melbourne. Jetstar must be scratching for revenue - the plane was approx 3/4 full but they weighed everyones hand luggage. I was caught when checking bag in I had even upgraded from carry on to 15 kg - it turns out i could have taken some in my carry-on. They dont even give you any over, then hit me $ 15 per kg. I get being strict when plane is full but it was no where near capacity. I was 2.5 kg over.",1
"Chandigarh to Kolkata via Delhi on this Low-Cost airline in late February 2023. Flight arrivals and departures were on time and cabin crew were friendly. The flights have no onboard entertainment and food and drinks are payable by cash or credit card, if you pay cash, they only accept rupee notes. If you pay by credit card you have to comply with compulsory 'dynamic currency conversion', which means that the airline will charge you in your home currency (instead of in rupees). On arriving at Kolkata, we were informed that our luggage had been detailed at the origin because security checks had found a power battery pack (these cannot checked in) in the suitcase. We were assured that the suitcase would be returned to us within 24 hours after security had removed the offending item and store it for us to collect on our return to Chandigarh.",1
Used Indigo BOM-TRV for the first time main reason was no other suitable alternative available. The aircraft was spotless looked brand new and the crew attentive and very polite. Legroom is very limited but I knew that before so I can't complain and for a 2 hour flight I could survive it. Tasty snacks were sold at reasonable prices on board. Flight was on time.,0
Kota Kinabalu Malaysia to Jakarta Indonesia. Value for money. No inflight entertainment. Food needs to be paid for with cash onboard. Terrible option for food. Seat is disaster. Nice airline to take for short distances due to economy value. Future travel will avoid this airline. Prefer Malaysia Airline.,1
SIN-DAR. Fairly good flight. I had an exit seat for no charge. Had to buy food and rent an iPad which was another $30 but I wasn't bothered as it was a 4hr flight. Staff were good at check in and actually called me to check in early on the tanoy. I had a bike with me too which arrived safe and sound. Seats are pretty good overall good value for money but the food and drink is expensive! I would rather fly with Virgin Australia as they seem to be around the same price and the food and extra luggage is cheaper.,0
The air hostesses were very polite and accommodating. They ensured I had a very comfortable flight. Very pleased with their service and would definitely recommend this airlines.,0
"Withholding my money over 4 months on a refund that THEY offered I was offered and accepted a full refund on 16 March. Initially told it would be two months then when two months had passed, suddenly it would be 3-4 months for the refund to be processed. It is now 23 July and my money is still being withheld despite being past the 4 month mark. Useless apologies asking for my understanding when Im over 200 out of pocket mean nothing to me. Other airlines have managed to issue refunds despite the crisis, I cannot think of any excuse for me to have still not received my money back. I would give 0 stars if I could. Not a trustworthy airline. Absolutely shameful and disgraceful airline",1
"Singapore to Melbourne. I suggest you do not take this airline if you go for longer that 3-4 hours unless you are prepared to be yelled at by the stewardess for bringing food into the airplane. While I was eating my food a stewardess came and said to me that she'd let me go this time for eating an outside food, but ""NOT"" next time. I felt the treatment was very unprofessional and unkind. They should have mentioned it before we board the flight. Some of the attendants are rude. Another time I had a bad experience was when I asked some of the flight attendants for my thermos to be filled with some hot water, they refused, and wanted to charge me S$5 for buying a bottle water first, then they will give me the hot water after I paid.",1
They messed about getting us loaded then we missed our departure slot. Flight was meant to leave at 6.10pm and we are still on runway at 6.45pm. It's the same every time with this airline. Absolutely terrible.,1
Singapore to Sydney on June 16 the 1.45am flight. We booked bizclass and were very disappointed. The seats were most uncomfortable and the cabin was extremely cold for a night flight having not flown with Scoot before we didn't get any blankets or pillows so we were unable to sleep. For bizclass we got small water and pringles and a soft drink plus our ordered meal at 8am in the morning. We did not feel we got value for money. The ground staff were good but the plane cabin crew were hidden most of the time.,1
"Melbourne to Bangkok. Very disappointed in the service that I have received from Jetstar. After checking in my suitcases, l was advised that the brand new pram & portacot for my 6 mth old needed to be taken to oversized luggage check in. Flight details JQ17 3:20pm 12/02/2019. l did this, however l noticed that when the female staff member asked for my boarding pass, she then ripped off our labels, that I had printed out when my other luggage was checked, and stuck on different labels. This only occurred as a problem to me, when all my other luggage arrived at our destination and there was no portacot or pram! Jetstar have been contacted and all they can say is that they have no idea where it is! I have had to chase up Jetstar and Melbourne airport where I cannot get a definitive answer! Jetstar have been very unhelpful and dont give a damn! Stuck with an infant in a foreign country with no portacot and no pram has proven to be very difficult thus far!",1
"Melbourne to Bangkok. Check in staff - ridiculously rude, power trip and on the offensive. Checked in as normal no issues, all pretty easy - then whilst walking to the gate remembered I had checked in my medication in my luggage - I had already gone through Passport control so I had to wait for a Jetstar staff to come get me. I am a nervous flyer and find it really uncomfortable unless I can take something to fly. (It is Dr prescribed medication). Was approached by a Jetstar lady, didn't even say hello, just looked at me and said ""what is the problem with a stern face"" ""another winging customer"" I said to her ""hello""she gave me nothing, any way she escorted me back through the gates, there was still 90 mins before the flight was to leave. I went to the Jetstar service desk, carrying my carry on and motorbike helmet. I walked up to a guy to explain my situation, before I could even finish he just started talking over the top of me and said - I cannot take my motorbike helmet on and the bag I am carrying is over 7 kilos. I stated to him, how do you know its over 7 kilos? I was not aggressive but he could tell I was upset. I stated to him can I please get my meds out of my bag so i can fly, he stated and by this time i was surrounded by about 5 Jetstar staff - that it may not be possible and i may have to miss the flight if i was to get it? I stated I cannot fly with out it  he said  regardless of that you cannot take that helmet on board. He grabbed my ticket and saw that i was business, he then stated that I could take it on board but told ground staff to weigh it! No apology no nothing - Absolute power trip this guy was on and horrendous culture for other staff to be surrounding me. I decided to fly with out my meds,  I was extremely nervous I spoke with the co pilot on the flight who was awesome, the cabin crew were great as usual - Jetstar ground staff are rude, arrogant and unhelpful. I fly back from Bangkok on the 5th of March, it will be interesting to see the check in process. Row 2 in business, when the person infront reclines there is more room in an Economy seat.",1
"Flew JQ MEL-DPS-MEL, outbound on a brand new A321Neo, no dramas and the plane flies very quietly. Return on 787 delayed by 1 hour but notified via email, Boeing 787 is showing its age but still a quiet aircraft and loved flying with this bird. In all pleasant experience nothing much to ask for on a 5 hour flight.",0
"I flew LAX-NRT on Zip Air and had a great experience. At LAX, Zip Air does have a separate line for people who book the lay flat seats and they are also now part of TSA precheck. It took a total of about 10 minutes from the time I walked into Tom Bradley terminal to check in and go through security. The seat was exactly what you would get on Japan Airlines business class just without anything extra. If you want anything beyond a great lay flat seat, you do have to pay, but I knew all this since it is pretty clear on their website so I downloaded some TV shows to my laptop, brought my own food and everything was fine. If you're like me and don't care about all the extras a regular business class fare offers then this is the airline for you.",0
Flew Melbourne to Honolulu. Delayed 4 hours before taking off. Missed connections in Honolulu which we then had to pay to get new flights as did half the rest of the plane. Otherwise flight as you would expect. Met people in Honolulu who had travelled in the last week delayed 26 hours out of Sydney and 24 hours out of Brisbane (in fact flown to Melbourne day after to get Melbourne Honolulu flight). Seems a few nightmares on this route for Jetsar at the moment.,1
Kuching to Penang. Flight was scheduled at 7.55pm but was delayed to 8.30pm most likely due to bad weather. Boarding was fast seat was extremely narrow and I was rather shocked about it as only recently I flew with MAS. Flight was very bumpy but this is most probably due to weather. Food was rather tasteless and is not worth the price. The ticket price wasn't very cheap either only about RM20 cheaper than MAS. I would have opted for MAS if MAS has direct flight between these two cities.,0
This was my first flight with Cebu Pacific and I paid to check my bags from Fukuoka and now I am in Indonesia while my checked bags are still in Japan. I was told it would be here on the next flight however the next flight has left and my bags are still in Japan. I am in Indonesia without my clothes and personal items and I cannot get in contact with anyone at Cebu Pacific. I reported it in Manila on my first stop and still haven't received any information.,1
Macau to Manila. This is the fifth time using this airline. Not once on time. Im sitting in Macau airport and over an hour late already. So sick of this airline and how being on time is not their priority. Ive missed one connecting flight already thanks to them. I will be using Philippines Airlines or other airlines if possible.,1
"Melbourne via Gold Coast to Narita. 29th March. Departed Melb at 6.10am and had a four hour wait at Coolangatta airport. Attempted to change the domestic flight to the day before but was told ""this flight is booked as a single booking and can't be changed"". So we assumed our luggage would be checked through from Melb. No had to collect luggage and check in again. Not a big deal but we fail to see why we could not change our domestic flight. The flights were good. Gold Coast to Narita was flight was excellent. The crew was excellent. Very attentive always had a smile. When you fly with a happy crew it does make a difference. Food and beverages were of a good standard. Flying on the 787 was fantastic. The only real negative is no priority luggage collection for Business Class. Can't be that difficult to do.",0
"Worst customer service ever! I never met such awful people, definitely not helpful. We bought the tickets online and paid for them, but when we arrived at the airport they told us we havent paid. When we showed them the receipt, they told us we took to long from the booking of the tickets to the payment and that they could not do anything and just to contact the client service online. We texted them and after 1 day still no answer .. do you think well get our money back?",1
"Kuala Lumpur to Kota Kinabalu with AirAsia. Poor airline with excessive seat rows and extremely tiny seats. Flights were delayed on both ways with no compensation. Delays were an hour and felt like the delays were somewhat on purpose for the airline to save money. When boarding gates, no personnel came to check details and everyone just stormed into the gate. This is by far the worst experience I ever had on an airline. Only travel on this airline if you like to arrive late to your destination.",1
"Trivandrum to Singapore. There was no on line check in available to start with, which is nerve racking. Service provided by staff was horrible and Food served in the flight is good for nothing. There was no support for Kids meals. There was no pillows provided and the blankets provided were cheap. My wife and son struggled through out the journey, As There was no pillows provided. Seats are extremely uncomfortable and if the passenger sitting in front is use recliner then youre are in real problem as their seat is resting on your knees.",1
Short haul from Delhi to Kathmandu. Clean on time friendly staff aircraft seemed new. Highly recommend Indigo for domestic flights in India or within Southeast Asia. Nothing special but low fares and definitely better service than Air India.,0
Flown on TZ2 SIN-SYD and TZ1 SYD-SIN recently on FlyBag ticket. Scoot's website is user friendly. Check-in at Singapore's Changi Airport and Sydney's Kingsford Smith airport was fast friendly and efficient. On board planes 9V-OTE and 9V-OTA looked well maintained. The interior was clean and had a fresh look. Seats are not too uncomfortable with good legroom. However the light and call attendant buttons were too easily triggered by passengers shifting about in their seats. Pleasantly surprised that the cabin staff regularly ensure that the toilets are cleaned and freshened. They seem to put a lot of effort into it which I greatly appreciate as an almost full load both ways result in heavy toilet usage. Captain and first officer spoke very clearly when making announcements something I seldom experienced when travelling with other airlines even full-service ones. Food however is not fantastic and leaves much to be desired. Overall a good experience with Scoot and may consider flying with them again.,0
"Athens to Melbourne via Singapore booked for August 2018. I have wasted a lot of time and am still currently chasing up a refund requested in January upon Scoot deciding to reschedule my flight to 48 hrs later without a reason. The same issue happened to my sister who was scheduled to fly 2 weeks earlier - coincidence I think not. They have taken over 3 months to process and approve the refund, and have now sent to the wrong account so I am having to go through a dispute claim with my bank. Not worth the waste of time or the effort of dealing with unhelpful help-desk staff who force you to play phone tennis with your bank and them to resolve an issue they have caused.",1
In terms of airline value for money for an 8 hour flight from Sydney to Singapore ScootBiz is about the best there is. It was certainly well worth the $139 surcharge (which I paid on check-in when offered the option) on top of the extremely low economy fare. The cabin was spacious and uncrowded and the seats comfortable with plenty of legroom and a fully adequate recline. The food and wine was very simple but perfectly acceptable. Food and drink over and above the initial meal has to be paid for separately but prices are reasonable. Service was good. The flight was on time. Well recommended.,0
"Kuala Lumpur to Sydney via Singapore with Scoot. Good low-cost airline for long haul flights, horrible for short haul. While the short haul flight had the least leg space I ever had (it was not possible for me to fit my legs in the row) and was delayed by 2 hours, the long haul flights in the 788 and 789 are quite good. While food and inflight entertainment is not included, the prices inflight for lunch or snacks are fine and the legroom was fine. Service in Changi airport is always top.",0
"The worst flight experience ever. Jetstar cancelled our flight when we waiting at the boarding gate at Melbourne Airport. The reason is engineering problem of the airplane. At first, as the the flight departure is quite close to the departure time and still havent received any announcement about the flight until the last minute. After a while, Jetstar announced that the flight will delay for another 30 minutes to check and fix the problem of the plane but unsuccessful. They gave each of us $10 refreshment voucher to spend in the airport.",1
"The airline keeps cancelling flight especially when the flight date is near. This is without regard to the trouble the passenger will have in rescheduling work leave, rebooking local flight in country of destination, and the expenses of finding another flight from other airlines because their (AirAsia) new flight date will come after 1 month. This happens when COVID cases are already going down and the restrictions already eased, especially in the destination country. The only explanation they can give is ""this normally happens"".",1
"Christchurch to Denpasar via Melbourne. My boyfriend and I left early from Christchurch on Feb 14 looking forward to getting to Denpasar for a 10 day trip. We were delayed in Christchurch for a couple of hours because Jetstar did not have the equipment required by the regulations. We paid $80 each to check in one bag each. When we got to Melbourne, we were rushed to our next plane. We had no time to get food as planned and as a result, spent a lot on food to Denpasar. When we got to Denpasar at around 1 pm local time, our bags did not come off. We waited in the long line at baggage services and were told they had no idea where our luggage was. We were given a PIR number and sent on our way. We have no clothes or toiletries. There absolutely no inquiry about how this would affect our plans or how they could help us. It has been a day and still they have no idea where our luggage is. Jetstar is very difficult to get ahold of and really not helpful. The customer service has been awful so far. We are stuck in a foreign country with none of our belongings and no timeline. I would expect that the airline would contact us (not the other way around), and apologize and give us information at least, compensation for at best. If they were going to rush us to the other flight in Melbourne because of their delay, they should have been honest and told us they would not also be sending our luggage- then we would not have gotten on. It is an awful way to treat people.",1
DMK-PHN-DMK - Not much to write about frankly as this is a low-fair airline. Having their base in DMK airport is a strategic move away from the chaotic Suvarnbhumi. Make sure you booked earlier as the ticket will be almost as expensive as the regular cost airline given booking only a couple weeks ahead. Check-in both DMK and PHN is no problem. Though I seem to have problem with mobile online check-in from my last trip.,0
"Bangkok to London. Will not refund you. If they postpone a flight a refund takes 40 Business Days! Booked from Bangkok to London return. Also, customer service can't do anything to help.",1
My wife and I booked business class Jetstar from Brisbane to Denpasar. Business is little better than economy with the seats in front dropping back into our laps - very little room. Worse was the return flight which Jetstar cancelled a few hours before departure. The email told us to phone an Australian customer service number (our cost) and we were told we had been moved to business on Virgin the following afternoon. When we checked in at Virgin we were told Jetstar had downgraded us to economy. After much argument with the Jetstar representative at the airport where the only options offered were to fly to Perth or Sydney they magically found two business class seats on that night's flight direct to Brisbane. We had to sit around at the airport for 10 hours. This was the first and last time I will fly Jetstar. My advice to fellow travellers is never fly Jetstar. Their client service is appalling and I got less than no value from being a business class passenger.,1
"Singapore to Kuala Lumpur. Aside from the friendly staff member who was helping with self service bag drops, staff we encountered did not greet us and did not say how can I help you. My wife and I did not pay additional to get side by side seats for an 8 hour flight. We were told to check with the KL counterparts but we knew that was just an excuse since we wont have time to speak to anybody after the SIN-KUL leg. We did try but the KL staff told us we could not, without checking the flight status nor touching her keyboard. Cabin crew told us to power down our phone. How do our phones still affect planes in 2019? I was told off by a flight attendant for not powering down as a first warning. Dont I deserve some slack as a customer?",1
"Phuket to Melbourne. Booked for 1020pm, luckily I looked at my emails and saw it was not going till 3.30am. We had to book another hotel near the airport and because it wasn't delayed by 6 hours can't claim. They gave us a voucher to get something to eat at a burger place. No chips, no coffee, only nuggets and fish burger and the staff were very rude. We will never travel Jetstar again. We paid top dollar for our trip, dinners, extra baggage etc. We had an awesome time in Thailand but going home just spoiled our trip .",1
"Singapore to Perth. The worst airline we have flown. We knew it was a budget airline, but did not expect to have to pay for Everything, from using our own device to watch entertainment, and did not supply any earphones, our welcome drink into business, was a small plastic container of water. Told we were allowed 1 free drink, asked for a gin and tonic. Told We would have to pay for the tonic water, as that would be Classed as 2 drinks. If we wanted to charge our device to watch the entertainment had to pay $5 to borrow a plug. No tea or coffee after the meal, had to pay $4 if we wanted a cup. Pillow or blanket $5.each This was Scoot biz!",1
"Flying with AirAsia for my first flight Kota Kinabalu to Kuching. The aircraft condition is good as well as comfortable seats. No IFE but it's okay for me seem it just take about an hour flight. The cabin crew are friendly, professional, helpful and provided an efficient services. Flight on time with no delayed. Onboard meals tasted delicious. Ground staff was good just a little bit slow but friendly. Would fly with this company again for future. Great company with great service on board. Well Done.",0
Sick to death of flying with this budget airline. Flights are always delayed or cancelled last minute with no alerts sent to their passengers or respect for our time. Carry on weights are pathetic making a big drama over 400grams over weight.,1
